,#flickr_photo_id,category,beauty_scores
7341,2792755096,nature,"3,3,4,4,3,4"
7342,3208236377,animals,"3,3,3,2,3,3,3,3,3,3,3"
7343,227679597,animals,"3,4,4,3,3"
7344,2623206188,urban,"4,3,3,3,3"
7345,6003180658,urban,"3,4,4,4,4"
7346,8535957204,people,"4,3,3,3,4,3,3,3,5,3"
7347,4100890172,urban,"3,3,3,3,4"
7348,2230600595,urban,"5,4,5,3,4,5,4,4,4,4,4,4"
7349,4694406517,animals,"3,3,3,3,3,3,3"
7350,23720048,urban,"3,3,3,3,4,3,4"
7351,5172854504,nature,"3,3,4,5,3"
7352,8348133475,urban,"4,3,5,4,3"
7353,2360434801,animals,"3,3,3,2,3,4"
7354,11232963,animals,"4,3,5,3,3,3,4,4,3,4"
7355,3018553328,animals,"4,3,3,3,3,4"
7356,4510863170,people,"4,4,3,3,4"
7357,4647280753,animals,"4,4,5,4,5,3,4"
7358,290588999,urban,"4,4,3,4,3"
7359,5760038600,nature,"4,4,3,3,4"
7360,7211359212,nature,"3,4,4,3,3"
7361,8002446063,animals,"3,3,3,3,3"
7362,183769363,nature,"3,3,3,3,3"
7363,6205362611,animals,"3,3,3,3,3,3,3,3,3,3,3"
7364,3223658435,people,"3,3,3,3,3"
7365,5225248508,urban,"3,3,3,3,3,4,3,3,3,3"
7366,3686782886,urban,"4,3,4,3,4,4"
7367,3606183772,nature,"2,3,3,3,3"
7368,2390685014,people,"2,2,2,1,1"
7369,3563368182,nature,"3,3,3,4,4"
7370,535833451,animals,"3,4,4,4,3"
7371,7213566390,nature,"3,3,3,3,4,3,3,3,3,4"
7372,6801709262,urban,"4,3,3,3,3"
7373,7427856650,nature,"3,3,3,3,3"
7374,4975023403,urban,"3,4,3,3,3,3"
7375,52158537,urban,"3,4,3,3,3"
7376,8231130445,animals,"3,4,4,4,4,3"
7377,3083062352,nature,"3,4,3,3,3"
7378,7004584216,nature,"3,4,3,3,3"
7379,3316659004,nature,"4,4,4,5,3"
7380,4016495281,nature,"3,3,4,3,3"
7381,4829766353,urban,"3,3,2,3,3"
7382,6482736979,people,"4,4,3,3,3"
7383,5418866145,people,"3,3,4,3,2"
7384,8518444718,animals,"4,3,3,3,4"
7385,1073769473,nature,"3,3,3,3,2"
7386,8389286973,people,"4,4,5,3,3"
7387,4176163264,nature,"1,3,2,1,3"
7388,158489361,nature,"1,1,2,2,1"
7389,4982102183,people,"4,4,5,4,4"
7390,2887985980,urban,"3,3,3,3,3"
7391,8346948021,animals,"4,4,4,4,3"
7392,8382117660,people,"3,3,3,2,3"
7393,129017587,nature,"3,3,3,3,3"
7394,6191646513,animals,"5,5,4,3,4"
7395,5960697364,animals,"4,3,2,3,4,3,3,3,3,3,3"
7396,5339239070,animals,"3,3,3,4,3,3,4,4,4,3,3"
7397,440180927,people,"3,3,3,3,3"
7398,2349758304,nature,"2,2,2,2,2"
7399,1402520713,urban,"3,3,3,3,3"
7400,6518177831,animals,"3,3,3,2,2,4,3"
7401,429018852,nature,"3,3,3,3,3"
7402,8108081241,nature,"3,3,3,3,3,3,3,3,3,3"
7403,4120989061,nature,"3,3,3,5,3,4,3,3,4,3"
7404,8056285496,people,"2,1,2,2,5"
7405,4510423480,nature,"4,4,3,4,4"
7406,33449880,animals,"3,3,3,3,3,3,3,3,3,3"
7407,7216863350,people,"3,3,3,3,3"
7408,386142294,animals,"4,4,4,4,4"
7409,7929181966,urban,"3,3,1,2,3"
7410,2316385978,urban,"4,2,4,4,3,2,5,5,4,2"
7411,4596750238,urban,"3,3,3,3,3,4"
7412,390196922,nature,"3,3,4,3,3,3,4,4,3,2"
7413,7460514110,people,"4,4,4,4,3"
7414,7549985808,nature,"5,4,5,4,5"
7415,7749376432,nature,"4,5,4,4,4,4,4,4,4,4"
7416,2664478705,people,"4,4,4,4,4"
7417,3790735173,urban,"4,3,4,5,5"
7418,6199182495,animals,"5,4,3,4,4,5"
7419,250898146,animals,"2,2,2,2,1"
7420,5099781280,urban,"3,2,3,3,3,3"
7421,5648136483,urban,"3,3,3,3,3,3"
7422,3778553359,nature,"3,3,4,3,2,3,2,3,4,3"
7423,6059877456,urban,"3,3,2,4,3,4,3,2,3,4"
7424,6594233321,people,"3,2,3,3,2"
7425,4204118038,people,"3,3,3,3,4"
7426,2833591880,animals,"4,4,4,3,3"
7427,4356708013,urban,"3,3,3,3,3"
7428,8174451819,people,"4,5,4,4,4"
7429,5345386663,people,"3,2,3,3,3,3,2,2,2,2"
7430,7274696782,animals,"3,3,3,4,3,3"
7431,374413252,animals,"3,4,4,3,4"
7432,2687840533,urban,"3,3,3,3,3,3,3,3,3,3"
7433,6878653298,people,"4,4,2,3,3"
7434,6065550774,urban,"4,4,3,3,3"
7435,4587471976,nature,"4,4,4,4,4"
7436,7507547482,nature,"3,4,3,3,4"
7437,5159531645,urban,"3,3,3,3,3,4"
7438,5406120849,urban,"4,4,3,4,4"
7439,5029735221,urban,"3,3,3,3,3,3,3,3,3,3"
7440,247618822,animals,"4,3,3,3,3"
7441,5705342182,people,"3,4,4,3,3"
7442,5719424879,people,"3,3,3,3,3"
7443,6098266125,urban,"2,3,3,3,3"
7444,2518894159,nature,"3,3,3,3,3"
7445,7991314404,urban,"4,3,4,3,4"
7446,7374208000,urban,"4,4,3,4,5,3,4,4,4,5,4,4,4,4,4"
7447,3169946,animals,"3,2,3,2,2,3,3,2,3,2"
7448,2242476434,animals,"5,3,4,5,5"
7449,4850208676,urban,"3,2,3,2,3,3"
7450,6356892845,nature,"3,3,3,3,4"
7451,4327183933,urban,"2,3,3,3,3"
7452,8264879034,people,"3,4,4,3,2"
7453,8169973673,urban,"3,3,3,3,3"
7454,4037334809,people,"3,2,2,2,3"
7455,2205726356,animals,"3,4,4,3,3,3"
7456,3018626829,animals,"4,4,4,2,3,3,4,4,4,4"
7457,4864520810,animals,"2,2,1,2,2"
7458,7573893048,people,"3,3,3,4,3"
7459,3480860155,nature,"3,3,3,3,3"
7460,426578345,urban,"3,4,3,3,4,4,3,3,5,3,3"
7461,6323794820,urban,"3,3,3,4,4"
7462,3293379530,nature,"3,3,2,3,3"
7463,8043172659,urban,"4,4,3,5,5,4"
7464,8247172011,nature,"3,3,3,3,3"
7465,8081928766,urban,"2,2,2,3,2"
7466,4159202712,urban,"5,4,3,5,4,5"
7467,235634565,nature,"2,2,5,1,2"
7468,5930263390,people,"3,4,3,3,4"
7469,244219219,animals,"3,2,2,2,2"
7470,4343458510,nature,"3,4,3,3,3,3,3,4,4,4"
7471,3997609936,nature,"4,3,3,3,4,3,3,4,4,3"
7472,5006299959,nature,"4,3,3,4,3"
7473,3150851267,nature,"3,4,3,3,3"
7474,3612408856,animals,"2,3,2,2,2"
7475,5523346295,people,"3,3,3,2,3"
7476,2931465037,people,"3,3,3,3,4"
7477,117532081,animals,"4,4,3,5,4"
7478,156752501,nature,"3,3,3,3,3"
7479,2397351703,animals,"3,3,4,3,3"
7480,4219950240,people,"3,3,3,3,3,3,3,4,3,3"
7481,2632536776,nature,"3,2,3,2,4"
7482,88800993,people,"3,3,3,3,3"
7483,4680428967,animals,"4,3,5,4,4"
7484,5065710463,animals,"4,5,4,3,4"
7485,4010598357,nature,"4,3,4,3,4"
7486,5120080094,nature,"3,3,3,3,3,3,3,3,2,3"
7487,3975873809,nature,"4,5,2,3,3,3,3,3,4,4"
7488,6238432483,urban,"3,3,3,3,3"
7489,6835226771,animals,"4,4,4,4,4,4,3,4,4,4"
7490,180779439,urban,"3,3,3,3,3"
7491,3165056943,people,"3,3,3,3,3"
7492,2680422999,animals,"3,4,4,4,4"
7493,4290518094,urban,"3,3,2,1,2"
7494,5832018435,people,"3,3,3,3,2"
7495,6054552994,animals,"4,4,3,4,4,4,2"
7496,3303565550,urban,"3,3,3,3,3,3,3,2,3,3"
7497,7469391208,urban,"3,3,3,3,3,3,3,3,3,3"
7498,5484323971,nature,"3,3,2,3,2"
7499,5728808949,nature,"3,2,4,3,3,3,3,2,4,3"
7500,6595902861,urban,"4,3,4,4,4"
7501,6294286663,people,"3,3,2,3,3,3,3,3,3,3"
7502,2734498113,urban,"4,3,3,4,3,5,5,3,3,4,4,4,4"
7503,8054714032,urban,"4,4,5,4,4,4,3,4,4,3"
7504,8458962506,animals,"3,3,3,3,3,2,3"
7505,2088733117,nature,"3,3,3,4,4,4,3,3,4,3"
7506,3290442133,nature,"4,3,3,3,2,3,3,3,3,3"
7507,4614649749,people,"4,2,3,2,3"
7508,5573593507,urban,"3,4,4,3,3"
7509,8446359018,animals,"3,4,3,3,3,3"
7510,6158857158,people,"4,4,3,4,3"
7511,2759803001,animals,"4,3,4,3,4,3"
7512,6873307960,urban,"4,4,3,4,3"
7513,1315480890,nature,"4,3,4,3,5,3,4,4,4,4"
7514,315964490,urban,"3,3,3,3,3"
7515,17042528,urban,"3,3,3,3,3,3"
7516,285594588,urban,"5,4,4,5,5"
7517,8042018033,urban,"2,3,3,2,3"
7518,2542314970,nature,"4,4,4,3,4"
7519,8428702428,urban,"3,2,2,2,2"
7520,7325525502,animals,"4,4,4,4,5,4"
7521,5273077807,people,"4,3,3,3,2"
7522,8349202070,animals,"5,5,4,4,4"
7523,2620564064,people,"3,4,3,2,3"
7524,3054813880,nature,"3,3,3,3,4,3,3,3,3,3"
7525,6041083261,animals,"3,3,3,4,3"
7526,2201955063,urban,"5,3,3,5,4"
7527,5094822693,animals,"3,4,4,3,4,3,5,3,3,4"
7528,4342459627,people,"4,4,4,4,4"
7529,5217873854,urban,"4,5,5,4,5,4"
7530,2798570026,nature,"3,4,4,4,5"
7531,320626407,people,"3,4,3,3,3,3,3,3,3,3"
7532,5588873834,nature,"4,4,3,4,4,3,3,5,3,4"
7533,494188937,animals,"4,3,4,4,3,3,4,4,4,3"
7534,494188939,animals,"3,3,3,4,3,3,3,3,4,4,4"
7535,6413069575,nature,"3,4,4,3,4"
7536,4276124505,nature,"4,2,2,1,2"
7537,2960862199,people,"3,4,4,3,5"
7538,3752819339,animals,"4,4,4,4,5"
7539,3555091061,nature,"3,3,3,2,3"
7540,4481137885,animals,"2,2,3,2,2"
7541,6108345980,people,"3,3,4,3,3"
7542,796626837,nature,"4,3,3,4,3"
7543,3542916382,nature,"4,5,4,3,3,4,4,4,4,4"
7544,4451081535,animals,"3,3,3,4,3"
7545,80660535,nature,"3,3,4,3,5"
7546,8329612363,people,"4,5,5,4,4,4,5,5,5,4"
7547,4937664006,urban,"3,3,3,3,4,3"
7548,3209667037,people,"4,4,3,3,3"
7549,4174703703,animals,"3,3,3,4,3"
7550,4110933448,nature,"3,3,4,5,5,4,4,4,4,5,4"
7551,6436776217,urban,"3,4,3,4,4"
7552,5821541713,people,"4,4,3,3,3"
7553,801453235,urban,"3,3,3,3,3,3"
7554,3704644629,urban,"3,3,3,3,3"
7555,2211717120,urban,"3,4,3,4,3"
7556,6875368975,urban,"2,2,4,3,3"
7557,6872029647,people,"5,5,4,2,4,2,4,5,4,4"
7558,3998225766,urban,"5,3,4,3,3,4"
7559,3182987892,animals,"3,3,3,3,3"
7560,4848005311,people,"3,4,3,3,4"
7561,3821506492,nature,"3,2,3,2,2"
7562,8061533283,urban,"3,3,3,2,3"
7563,2229730895,animals,"3,3,3,4,3"
7564,5829763252,animals,"3,3,3,3,3"
7565,4779180775,urban,"3,3,3,3,2"
7566,309684822,nature,"3,4,3,4,4"
7567,626316219,animals,"2,3,3,2,2"
7568,272799165,nature,"3,3,3,3,5"
7569,8044073321,nature,"3,4,3,3,3"
7570,8379825506,nature,"3,3,3,3,3"
7571,8274252877,urban,"3,3,4,4,3,3"
7572,6831463848,nature,"4,3,3,3,2"
7573,8069104075,people,"3,3,4,3,3,4,3,3,3,3"
7574,3688699994,urban,"3,3,3,3,4"
7575,70991941,animals,"2,3,2,2,2,2,2,2,2,2"
7576,5414206397,people,"4,3,3,3,2,3,4,3,3,3"
7577,2543254700,nature,"3,3,3,3,2,3"
7578,5241134312,urban,"3,3,3,4,3,3,3,3,3,3"
7579,8066876557,nature,"3,3,3,5,3,3,4,4,4,5"
7580,70278045,nature,"3,3,4,5,4"
7581,4506699928,people,"3,3,3,3,4"
7582,2435975103,animals,"4,4,5,4,5"
7583,7056415341,animals,"3,3,3,4,4"
7584,59406032,nature,"3,2,3,3,3"
7585,3172548932,animals,"4,4,4,5,3,5,5,3,4,3"
7586,6284000743,nature,"3,3,5,2,3"
7587,3011889499,nature,"4,5,4,4,4,3,4,5,5,4"
7588,5800396050,nature,"3,4,5,4,3"
7589,1351781785,nature,"3,3,3,3,3"
7590,5225294491,people,"5,4,4,4,3"
7591,2461947553,nature,"4,3,4,4,4,3"
7592,2839927684,nature,"3,3,3,3,3"
7593,7459480090,people,"3,3,3,3,3"
7594,5006868330,people,"4,4,3,3,3"
7595,6612880691,animals,"4,3,4,4,5"
7596,2472136674,animals,"2,2,3,3,3"
7597,1375817337,people,"4,4,3,4,3"
7598,2573901790,people,"3,3,2,3,2"
7599,822938133,urban,"4,4,3,3,3"
7600,2727794462,animals,"4,5,3,3,4,4"
7601,3849235784,people,"3,4,3,4,4"
7602,5799844011,nature,"4,4,3,4,3"
7603,4289796697,urban,"2,2,2,2,3"
7604,5977200740,people,"2,3,3,3,3"
7605,6013335342,nature,"4,3,3,3,5"
7606,4047298168,urban,"3,3,5,3,3,4"
7607,3853888975,animals,"3,3,3,3,4"
7608,2800640298,people,"4,3,3,3,3"
7609,7165308611,urban,"4,5,5,4,5"
7610,4038645363,nature,"3,2,2,2,2"
7611,8420160483,people,"3,3,3,3,3"
7612,5330783619,people,"3,2,3,3,2"
7613,8382173763,nature,"3,2,3,3,3"
7614,2748342642,nature,"4,3,3,3,3"
7615,3589831284,nature,"3,3,3,3,3"
7616,3429842087,animals,"3,2,3,3,3"
7617,8544949504,urban,"2,4,3,3,4"
7618,4419747773,nature,"5,2,2,3,2"
7619,6916084169,people,"4,4,4,4,4"
7620,7118549345,animals,"4,4,3,4,3,4"
7621,2765175154,nature,"3,4,3,3,3"
7622,2373710169,animals,"2,2,3,3,3,2,2,3,2,3"
7623,2893720036,urban,"3,3,3,3,3"
7624,5266078261,nature,"3,3,3,4,3"
7625,2411406114,nature,"4,4,4,4,4,3,4,3,4,4"
7626,2479755349,nature,"4,3,3,3,3"
7627,8350999412,nature,"3,3,4,3,4"
7628,8377029840,people,"3,4,4,5,4"
7629,2295745892,urban,"3,5,5,5,4"
7630,357593318,urban,"4,4,3,3,3"
7631,8109498290,nature,"3,3,4,4,4"
7632,8037885053,urban,"4,3,3,3,3"
7633,460480072,urban,"4,3,3,3,3"
7634,8390539405,animals,"3,4,3,3,3"
7635,8361202783,nature,"3,3,3,3,3"
7636,6050042945,nature,"3,4,4,4,4"
7637,3207021303,people,"3,3,3,3,3"
7638,2592560393,nature,"3,4,4,3,4"
7639,4657924604,urban,"3,3,3,3,4"
7640,6769640439,people,"4,3,3,3,2"
7641,253605716,animals,"4,4,3,3,2,3,4"
7642,5269786854,urban,"4,4,5,4,4,4"
7643,5919936322,nature,"3,3,3,3,3"
7644,7282802146,animals,"4,4,3,3,3,4,3,3,3,4"
7645,6949376713,animals,"4,4,3,4,4"
7646,7940902900,nature,"3,3,3,3,4"
7647,7465224372,people,"4,3,4,3,3"
7648,4530321707,nature,"3,4,3,3,3"
7649,470347860,animals,"5,3,3,3,3,3"
7650,362231585,people,"2,3,2,3,2"
7651,6833381936,people,"3,2,4,3,4"
7652,3696522765,nature,"3,4,3,3,3"
7653,6990792534,nature,"4,4,4,2,5"
7654,7431086854,nature,"3,3,2,4,4"
7655,5895184042,urban,"4,3,3,4,3"
7656,6188300197,nature,"3,4,3,3,3,3"
7657,2635479410,urban,"3,3,3,3,3"
7658,2984879624,nature,"3,3,3,3,4"
7659,153211697,animals,"4,3,5,4,3,4,4,4,4,5"
7660,6839033465,urban,"3,4,3,3,4"
7661,6836344215,urban,"3,3,3,2,3"
7662,6379860947,nature,"3,3,4,4,4"
7663,5777715004,nature,"3,3,3,4,3"
7664,5836441265,people,"4,4,4,4,4"
7665,6128234434,urban,"4,3,5,5,4"
7666,5340466181,people,"3,3,3,3,3"
7667,6058523232,nature,"3,3,3,4,2"
7668,7558172714,nature,"4,3,3,3,2"
7669,8025672960,people,"5,1,1,4,2"
7670,2089350454,animals,"4,3,3,4,4"
7671,75383494,people,"2,3,2,3,3"
7672,2241990430,people,"3,3,3,3,3"
7673,3275864973,nature,"3,3,3,3,3"
7674,5798353856,nature,"4,5,3,4,2"
7675,6848323550,people,"3,3,3,3,3"
7676,4903863525,nature,"2,2,3,3,2,2,4,2,3,2"
7677,49114690,urban,"3,3,4,3,3"
7678,4237127126,urban,"3,3,3,3,3"
7679,5975620532,people,"4,4,5,4,4"
7680,5861255489,animals,"4,4,3,3,4"
7681,5782303468,people,"3,3,3,3,3"
7682,6069723698,nature,"2,3,3,3,4"
7683,2216855381,urban,"4,4,3,3,3"
7684,5678427695,people,"3,3,3,3,3"
7685,2285178355,people,"4,4,5,2,4"
7686,6059667212,people,"5,4,4,4,4"
7687,165602336,urban,"3,2,3,3,3"
7688,6270407950,nature,"4,5,3,3,4"
7689,5662357226,animals,"3,3,3,3,3"
7690,4772871504,animals,"4,4,4,4,3"
7691,199527899,nature,"4,3,4,3,3"
7692,5178429585,animals,"3,2,2,2,2"
7693,2766848721,nature,"4,4,3,3,4"
7694,7195198614,animals,"4,3,3,3,3"
7695,8377472028,urban,"4,4,3,2,3,4,3,3,4,3"
7696,3088452517,animals,"4,4,3,4,3,3,3"
7697,2917003421,people,"4,3,4,4,4"
7698,5473105821,people,"5,5,4,3,4"
7699,1491730707,nature,"3,3,3,3,3"
7700,6215441151,animals,"2,2,1,2,3"
7701,5546507036,animals,"4,4,4,3,4"
7702,6573358049,people,"3,3,3,4,3"
7703,6129376202,nature,"3,3,3,2,5,3,2,2,2,2"
7704,6096047292,nature,"3,3,3,3,3"
7705,245215850,animals,"4,3,4,3,4,3"
7706,6269305539,people,"3,3,3,4,3,2,3,3,3,3"
7707,4425142410,animals,"4,5,5,4,3,4,4"
7708,3222245606,animals,"4,4,3,4,3"
7709,6497441319,people,"3,3,3,3,3"
7710,6213630652,nature,"3,4,3,4,4"
7711,5379853415,nature,"3,4,3,3,1"
7712,75261808,people,"3,3,3,2,3"
7713,5627003785,animals,"4,5,5,5,4"
7714,3676990334,animals,"3,3,3,3,4,4"
7715,8287015054,people,"4,4,4,4,4"
7716,1570935236,animals,"2,2,3,2,2,2,3,2,2,3"
7717,8177061435,urban,"5,3,3,3,3"
7718,149699487,urban,"2,3,3,3,3"
7719,218048938,urban,"4,4,4,4,4"
7720,8185687825,urban,"4,3,3,3,2"
7721,3622777945,people,"3,3,3,3,3,3,3,3,3,3"
7722,7169680188,urban,"5,5,3,4,4"
7723,3870960814,animals,"3,3,4,3,3,3"
7724,5687764965,urban,"2,3,2,3,3,2"
7725,7839727218,people,"4,4,3,3,4"
7726,2302980818,animals,"2,2,2,2,2"
7727,6670246297,people,"3,3,3,3,3"
7728,6679496953,people,"4,5,4,4,4"
7729,6048482682,people,"4,3,3,3,3"
7730,2937147675,nature,"4,3,4,3,4"
7731,8221585959,animals,"3,5,5,5,5"
7732,6109835566,animals,"4,3,4,4,4"
7733,2980519741,people,"3,3,3,4,3"
7734,3894263193,urban,"3,3,3,3,3,3,3,3,3,3,3"
7735,3824287363,nature,"3,3,4,3,3"
7736,5510639580,urban,"3,3,4,3,4"
7737,6856238934,people,"4,4,4,4,4"
7738,6056227548,urban,"2,3,3,3,2"
7739,7041947627,people,"4,4,4,4,4"
7740,7505955374,people,"4,3,4,3,4,4,4,3,4,4"
7741,5044348760,animals,"5,3,4,5,5"
7742,3579609218,nature,"4,3,3,4,4"
7743,5264175076,urban,"3,3,3,3,3"
7744,5701011230,nature,"3,3,3,2,3"
7745,7784296214,animals,"3,3,3,3,3"
7746,7932857380,urban,"3,2,2,2,2"
7747,6324842825,people,"3,3,3,3,4"
7748,4770402391,animals,"3,3,3,3,3"
7749,6061264055,urban,"4,4,3,3,3,3"
7750,4266971579,animals,"5,4,4,5,5"
7751,5506762415,people,"3,4,3,3,3"
7752,6329764131,nature,"3,4,3,3,3"
7753,4327899550,urban,"3,3,3,3,3"
7754,3347758284,people,"3,3,3,3,3"
7755,4018905906,nature,"4,3,4,5,4,3,3,3,4,3"
7756,5001842724,urban,"5,4,3,4,5"
7757,8208181080,urban,"4,3,3,3,3,3"
7758,1047698468,nature,"3,3,4,3,3,3,3,3,3,4,4,4,3,4,4"
7759,3323105702,nature,"3,3,4,2,3"
7760,768093446,urban,"3,3,3,3,3"
7761,263649735,animals,"3,3,3,3,3"
7762,8044896190,urban,"3,3,3,3,3"
7763,49601492,animals,"5,5,3,3,3"
7764,4677525900,nature,"3,4,3,3,3,3,3,3,3,3,3"
7765,8013789381,people,"4,3,1,3,4"
7766,1965237151,animals,"4,3,3,3,4,3,3"
7767,3729840147,urban,"3,3,3,3,3"
7768,4476707482,people,"3,3,3,3,3"
7769,253810647,nature,"3,3,3,3,3"
7770,8153010997,people,"5,4,4,4,5,3,4,4,4,3"
7771,6440004967,nature,"3,4,3,4,3"
7772,1464897395,nature,"3,3,3,3,3"
7773,8405432149,animals,"3,4,3,4,4"
7774,5644148698,people,"3,3,3,3,3"
7775,4705306788,urban,"3,3,3,3,3"
7776,3336949073,nature,"2,2,3,2,1"
7777,6726404319,urban,"5,3,4,3,3"
7778,5456686458,urban,"3,4,4,3,4,3,2,3,3,4"
7779,1424273667,people,"5,4,4,4,5"
7780,2534185915,urban,"3,3,3,3,3"
7781,6682484695,animals,"2,2,3,3,2,2,2"
7782,4308924048,nature,"3,4,3,4,3"
7783,7954001934,nature,"3,3,3,3,3"
7784,4736312250,urban,"4,3,4,3,4,4,3"
7785,3569228805,people,"5,4,4,4,3,3,4,3,5,3"
7786,6176097259,people,"4,4,3,3,3"
7787,4551821887,urban,"4,5,4,3,3"
7788,7814848786,urban,"4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,3"
7789,6616271399,people,"4,4,4,3,4"
7790,7819035562,animals,"4,2,4,3,4"
7791,7977066426,nature,"2,3,3,3,3,3,3,3,3,3"
7792,3357710863,nature,"3,4,4,4,3"
7793,4110991071,nature,"4,3,4,3,4,3,4,4,3,3,3,5,4,4,4"
7794,8006038387,people,"4,3,4,4,5"
7795,4038539666,nature,"3,3,3,3,3,3,3,3,2,3"
7796,6096703475,nature,"4,3,3,3,3"
7797,8522492986,nature,"3,3,3,3,3,3,3,3,3,3"
7798,6155694926,people,"4,4,4,4,3"
7799,7212759060,urban,"4,4,4,4,3"
7800,2901824697,animals,"5,4,4,4,5"
7801,4172818563,people,"3,3,4,3,3,3,2,3,4,3"
7802,2515140331,animals,"4,4,4,3,4"
7803,4489359360,nature,"3,3,4,4,4,3,4,4,4,3"
7804,5061779573,urban,"2,2,2,2,2"
7805,4370636250,urban,"3,3,3,1,2"
7806,4679947199,animals,"4,4,5,5,4"
7807,4052828773,people,"3,4,4,3,3"
7808,141207847,urban,"4,4,4,5,4,4"
7809,5808337798,animals,"3,3,3,1,3,3,3,3,3,3"
7810,4823665753,animals,"4,4,5,5,4"
7811,5104236526,animals,"4,4,4,4,4,3,4,4,4,5"
7812,5657356939,nature,"3,4,3,4,4"
7813,3740917989,nature,"3,3,2,3,4,3,3,4,3,3"
7814,1304908208,people,"2,2,3,2,2"
7815,2723880130,urban,"4,4,3,4,3,4,3,4,3,3"
7816,121153898,animals,"3,3,3,3,3"
7817,248752580,people,"2,4,4,4,4"
7818,704580084,animals,"4,5,3,5,4,4,3,5,4,4"
7819,8207358433,nature,"3,3,3,4,4"
7820,5439775519,nature,"5,3,2,3,3"
7821,5383123724,urban,"4,2,4,3,3"
7822,3939125837,people,"4,4,4,4,3"
7823,6514685299,animals,"4,3,3,3,3"
7824,5230035191,people,"3,3,3,3,3"
7825,6822408565,urban,"3,2,2,3,3"
7826,5484161476,nature,"3,4,4,3,3"
7827,8074798234,urban,"4,4,3,4,3,3"
7828,274711817,animals,"3,3,3,2,3,3"
7829,2644537247,nature,"3,3,5,3,3"
7830,3071361440,people,"2,2,2,1,1,2,2,2,2,2"
7831,6520313919,animals,"3,4,4,3,5"
7832,8013104313,nature,"2,4,3,4,4"
7833,6111859201,people,"4,4,4,5,4,3"
7834,2270204883,animals,"3,3,4,3,4,3,4,4,3,3"
7835,7104637529,nature,"4,4,4,3,4,3"
7836,5418388128,urban,"3,4,3,4,3"
7837,114741285,people,"4,4,4,4,4"
7838,2499983611,animals,"5,4,4,4,4"
7839,4339412933,people,"3,3,3,3,3"
7840,4330799314,nature,"3,3,3,3,3"
7841,5280876759,urban,"4,5,5,4,4"
7842,4044351342,nature,"3,4,3,3,3"
7843,3437770785,animals,"3,4,3,3,3"
7844,5117625332,animals,"3,4,3,3,3"
7845,8219767101,urban,"4,3,3,3,3,3,3"
7846,5406053194,people,"3,3,3,3,3"
7847,4693555018,nature,"3,3,3,4,3"
7848,4895099445,people,"4,5,5,2,3,4,5,4,5,5"
7849,2809334042,urban,"3,4,3,3,4,3"
7850,5251428945,urban,"3,3,4,3,3"
7851,4547760199,animals,"3,3,3,3,3"
7852,1008092047,animals,"4,2,3,3,3,4"
7853,6083190433,nature,"4,5,4,4,5"
7854,8264862896,urban,"3,4,3,3,3"
7855,7897477952,animals,"3,3,3,3,3"
7856,688563253,urban,"4,3,4,3,5,4,3,3,5,4,3"
7857,8383456004,animals,"3,3,4,3,3,4"
7858,7038896771,urban,"2,3,3,3,3"
7859,4575845909,nature,"3,3,3,3,2"
7860,4015227797,nature,"3,4,3,4,3,4,3,4,4,4"
7861,8091631843,nature,"3,3,3,3,4"
7862,298612442,nature,"3,5,3,4,4"
7863,6334205351,urban,"5,5,5,5,5"
7864,6078035487,urban,"2,3,2,2,3"
7865,2576171921,urban,"3,3,3,3,2,3"
7866,7686864218,people,"3,3,3,3,3"
7867,196911690,animals,"3,3,2,3,4"
7868,3605295695,nature,"4,3,4,3,4"
7869,347625390,urban,"2,3,3,3,2"
7870,4295514681,urban,"3,3,3,3,3"
7871,5526592314,people,"3,3,3,3,3"
7872,1245456378,nature,"3,3,2,3,3"
7873,7421703700,animals,"3,2,3,3,3"
7874,4801456363,nature,"3,3,3,3,3"
7875,4132232391,people,"3,3,3,2,2,3,3,3,2,3"
7876,447411079,animals,"5,4,4,3,5"
7877,6111500857,urban,"4,3,4,4,4"
7878,3377988022,people,"3,3,3,3,3"
7879,4780242710,nature,"3,4,4,4,4,3,4,2,2,4"
7880,5267724283,nature,"3,3,3,3,3"
7881,5208461861,nature,"2,2,3,2,2"
7882,7358707234,people,"4,4,4,5,4,4,4,4,5,4"
7883,6226445707,urban,"3,3,3,3,3"
7884,5081039252,urban,"1,4,4,1,3"
7885,7121469243,nature,"4,5,3,3,4"
7886,4125238199,nature,"3,3,3,3,3"
7887,2801082985,animals,"3,3,3,4,4"
7888,2919441084,urban,"3,2,4,3,3,3"
7889,7589738668,urban,"3,4,4,4,4"
7890,6404673221,animals,"4,4,3,4,5"
7891,8520433574,urban,"5,3,3,2,2"
7892,2232511680,nature,"3,3,3,3,3"
7893,2035782915,nature,"3,3,3,4,3"
7894,4327808040,urban,"2,2,3,3,3,2"
7895,3203524576,animals,"4,4,5,5,4"
7896,6946324173,urban,"3,3,3,3,2"
7897,3942233023,nature,"3,2,3,3,3"
7898,8197995918,urban,"3,2,3,4,3"
7899,6265168571,people,"3,3,3,3,3,3,3,3,3,3"
7900,455839581,people,"3,4,3,4,4"
7901,8253649816,urban,"4,3,4,3,5"
7902,5108866936,animals,"2,2,2,3,4,2,3,2,2,3"
7903,6116335679,animals,"4,4,4,3,3,3,3"
7904,4770199719,urban,"4,4,5,3,3,2,3"
