#flickr_photo_id	category	beauty_scores
6302484073	people	3,3,3,3,3
5061779573	urban	2,2,2,2,2
4370636250	urban	3,3,3,1,2
4679947199	animals	4,4,5,5,4
4052828773	people	3,4,4,3,3
141207847	urban	4,4,4,5,4,4
5808337798	animals	3,3,3,1,3,3,3,3,3,3
4823665753	animals	4,4,5,5,4
5104236526	animals	4,4,4,4,4,3,4,4,4,5
5657356939	nature	3,4,3,4,4
3740917989	nature	3,3,2,3,4,3,3,4,3,3
3070797038	urban	3,4,4,5,4
1304908208	people	2,2,3,2,2
6380918489	nature	4,3,3,3,3
2723880130	urban	4,4,3,4,3,4,3,4,3,3
5692455151	animals	5,4,4,5,4
121153898	animals	3,3,3,3,3
248752580	people	2,4,4,4,4
704580084	animals	4,5,3,5,4,4,3,5,4,4
8207358433	nature	3,3,3,4,4
5439775519	nature	5,3,2,3,3
5383123724	urban	4,2,4,3,3
3939125837	people	4,4,4,4,3
6514685299	animals	4,3,3,3,3
5230035191	people	3,3,3,3,3
6822408565	urban	3,2,2,3,3
5484161476	nature	3,4,4,3,3
8074798234	urban	4,4,3,4,3,3
274711817	animals	3,3,3,2,3,3
2644537247	nature	3,3,5,3,3
7040069715	people	5,4,3,3,3
3071361440	people	2,2,2,1,1,2,2,2,2,2
6520313919	animals	3,4,4,3,5
8013104313	nature	2,4,3,4,4
6111859201	people	4,4,4,5,4,3
2270204883	animals	3,3,4,3,4,3,4,4,3,3
7104637529	nature	4,4,4,3,4,3
5418388128	urban	3,4,3,4,3
114741285	people	4,4,4,4,4
7794480970	people	4,4,3,3,4
2499983611	animals	5,4,4,4,4
4339412933	people	3,3,3,3,3
4330799314	nature	3,3,3,3,3
6874725007	people	4,3,4,4,5
5280876759	urban	4,5,5,4,4
4044351342	nature	3,4,3,3,3
3437770785	animals	3,4,3,3,3
5559675025	people	3,3,3,3,3,3,3,3,3,3
4829621097	urban	3,4,3,5,4
5117625332	animals	3,4,3,3,3
8219767101	urban	4,3,3,3,3,3,3
5406053194	people	3,3,3,3,3
4693555018	nature	3,3,3,4,3
4895099445	people	4,5,5,2,3,4,5,4,5,5
2809334042	urban	3,4,3,3,4,3
4744129438	nature	3,3,3,3,3
5251428945	urban	3,3,4,3,3
4547760199	animals	3,3,3,3,3
1008092047	animals	4,2,3,3,3,4
6083190433	nature	4,5,4,4,5
8050455532	animals	4,3,2,3,3,2,3,2,3,2
8264862896	urban	3,4,3,3,3
7897477952	animals	3,3,3,3,3
688563253	urban	4,3,4,3,5,4,3,3,5,4,3
8383456004	animals	3,3,4,3,3,4
7038896771	urban	2,3,3,3,3
4575845909	nature	3,3,3,3,2
4015227797	nature	3,4,3,4,3,4,3,4,4,4
8091631843	nature	3,3,3,3,4
298612442	nature	3,5,3,4,4
6334205351	urban	5,5,5,5,5
7754137904	people	4,3,2,4,4
6078035487	urban	2,3,2,2,3
2576171921	urban	3,3,3,3,2,3
7686864218	people	3,3,3,3,3
196911690	animals	3,3,2,3,4
3605295695	nature	4,3,4,3,4
347625390	urban	2,3,3,3,2
8189400153	nature	4,3,5,3,4,3,4,3,4,3
4295514681	urban	3,3,3,3,3
5526592314	people	3,3,3,3,3
1245456378	nature	3,3,2,3,3
7421703700	animals	3,2,3,3,3
4801456363	nature	3,3,3,3,3
4132232391	people	3,3,3,2,2,3,3,3,2,3
447411079	animals	5,4,4,3,5
6111500857	urban	4,3,4,4,4
3377988022	people	3,3,3,3,3
4780242710	nature	3,4,4,4,4,3,4,2,2,4
5267724283	nature	3,3,3,3,3
5208461861	nature	2,2,3,2,2
7358707234	people	4,4,4,5,4,4,4,4,5,4
6226445707	urban	3,3,3,3,3
5081039252	urban	1,4,4,1,3
7121469243	nature	4,5,3,3,4
4125238199	nature	3,3,3,3,3
2801082985	animals	3,3,3,4,4
2919441084	urban	3,2,4,3,3,3
7589738668	urban	3,4,4,4,4
6404673221	animals	4,4,3,4,5
8520433574	urban	5,3,3,2,2
2232511680	nature	3,3,3,3,3
2035782915	nature	3,3,3,4,3
4327808040	urban	2,2,3,3,3,2
3203524576	animals	4,4,5,5,4
6946324173	urban	3,3,3,3,2
3942233023	nature	3,2,3,3,3
8197995918	urban	3,2,3,4,3
6265168571	people	3,3,3,3,3,3,3,3,3,3
455839581	people	3,4,3,4,4
8253649816	urban	4,3,4,3,5
5108866936	animals	2,2,2,3,4,2,3,2,2,3
124715027	people	4,3,3,3,3
6116335679	animals	4,4,4,3,3,3,3
4770199719	urban	4,4,5,3,3,2,3
4435965614	animals	2,3,3,3,3
474833570	nature	3,2,2,2,3
7982838456	urban	4,4,4,2,2,4,5,2,5,4
5576085684	people	4,3,3,3,4
7494018838	animals	3,2,3,2,3
6167919498	people	3,4,3,4,3
5036135059	people	3,3,3,3,3
5468629080	urban	3,3,4,4,4
6894185156	urban	3,3,4,3,3,3
4251034640	animals	5,5,3,3,5
8405103445	people	4,5,4,4,5
7387516678	nature	3,4,3,2,2,2,4,5,4,4
6091350892	people	4,3,4,4,3
3924137784	urban	3,4,3,3,4
453055573	nature	4,4,4,3,3
4638919552	nature	4,3,3,3,4,3,4,4,4,4
1314692159	urban	4,3,4,4,4
5006900880	nature	2,3,3,3,5
3332064127	urban	3,3,4,4,3
3893649998	people	4,4,3,4,3
4433526514	urban	3,3,3,3,4,3,3,5,4,4,3
1260359661	urban	3,3,3,3,3
3876307071	nature	3,4,3,3,3
3383537943	nature	3,3,3,4,5,4,3,3,2,3
6076236823	urban	3,3,3,3,3
2483067828	animals	5,3,3,4,3
4853010035	nature	4,4,4,3,3,4,4,4,5,4
2922763218	nature	3,3,3,4,4
5891111737	animals	3,3,3,3,3
3260921795	urban	5,5,4,3,5
6245887142	nature	3,4,4,3,4
6120646916	urban	3,3,3,3,3
5687172374	animals	4,4,4,4,4
5799049445	urban	3,3,3,3,3
8530613000	urban	3,3,5,3,3,2,4,3,3,3,4
2944460922	nature	3,3,3,3,3,3,3,3,3,3
44026450	urban	5,4,3,4,3
2195772708	animals	4,3,4,3,4,4,3
7949274708	people	4,4,3,5,3,3,4,4,4,4
3650240789	people	2,2,3,2,2
6433762815	urban	3,2,2,2,2
5112097605	nature	2,3,2,3,2,3,3,3,3,3
5780862339	people	5,4,5,5,4
5459759832	urban	4,4,4,3,4
8363912611	animals	3,3,3,3,3
1300444785	animals	3,4,3,3,3
3897607881	animals	3,3,4,3,4,3,4,4,4,3
1088499105	urban	3,3,3,3,3
4704515993	nature	3,3,4,3,3
3767836433	nature	4,4,3,3,3,3,3,3,3,3
3508393710	nature	3,3,4,2,2
6894164451	people	3,3,3,3,3
8496721055	animals	3,3,3,5,4,3,3,3,3,3,3
5585837979	animals	5,5,5,5,5,4,5,5,5,5
6021639805	people	3,2,2,4,2,2,2,3,3,3
3743459387	urban	3,3,3,3,3,2
4480332353	urban	3,4,3,4,4
4877610923	animals	3,3,3,3,3
8038696844	animals	3,3,3,3,3
7416495560	animals	3,3,3,3,3
7183121469	urban	4,5,4,5,4,4,4
3369191940	nature	4,3,4,4,3,3,4,4,4,4
7815705606	urban	4,3,3,3,3
2590014391	people	3,4,3,4,3
6278086929	nature	4,4,4,4,4,5,4,4,5,4
6783056078	urban	3,4,3,3,3
6973976829	people	3,3,3,3,4
5740864624	urban	3,3,3,3,3,3,3
7156745216	nature	3,3,3,3,3
2688220799	nature	2,3,2,2,2
6473464791	urban	3,3,5,5,4,4
4163641336	urban	3,3,3,2,3,2,3,2,3,2
2789668253	animals	4,4,4,4,3,3,4,4,4,3
4891704511	animals	3,3,4,3,3
219483258	nature	3,3,3,3,3,3,3,3,3,3
4152103465	urban	3,3,4,4,2
4106155449	people	1,1,1,1,1
2213592610	urban	3,4,3,4,4,4
8216313088	nature	3,3,2,2,2
2755749065	people	4,2,3,5,2
2889497659	urban	3,4,4,4,4
3389894468	animals	4,4,4,4,4
4312389644	nature	3,3,3,3,3
2710462951	nature	3,3,3,3,3
2847427206	nature	5,2,4,4,5
7680472210	people	4,3,3,4,3
3415740065	people	3,2,2,1,2,2,2,1,2,1
516891256	urban	3,3,3,3,4,3,3,3,3,3,3
8440328749	people	3,3,3,2,3
5977014168	people	3,3,3,3,3
5172417373	nature	3,2,4,5,5
8342472924	nature	3,3,4,4,5,4,4,4,5,5
4020255086	nature	3,3,3,4,3
2672645631	nature	3,4,3,4,3
4714324543	animals	3,3,3,2,3
2502619142	animals	3,4,4,4,3,3
3997923570	people	3,3,3,3,3
7047700973	nature	3,3,3,3,4
8311981471	animals	4,4,5,5,5
4237068038	urban	2,2,4,2,3
5923014561	urban	3,3,3,2,2,2
8080709538	people	4,4,4,4,4
2663795056	animals	3,3,3,4,4
2386104386	urban	2,4,3,4,4
4780796077	nature	2,2,2,2,5,3,4,2,4,4,2,3,5,2,2
7600100682	animals	4,4,5,4,5
6936415418	people	3,3,4,4,2
4744801785	urban	3,5,3,3,4,3,3,3,2,3
5893081773	nature	2,4,1,2,4
7643783900	people	4,5,5,4,4
8444888292	people	3,4,4,4,3,3,3,4,4,4
4122596831	urban	5,3,5,4,4,5,5,5,5,5,5
2873975460	urban	3,3,3,3,3
8036059036	urban	2,2,4,3,4
3243326002	nature	4,4,4,5,5,4,3,4,4,4,4,4,4,2,3
66791228	nature	4,3,3,3,3
5120882422	nature	3,3,3,3,3
3409837396	urban	4,3,3,2,4,4
6351491893	urban	3,2,3,3,3,3,3,3,3,3,3
6477522769	people	3,3,3,3,3,3,3,3,3,3
3919428834	nature	3,3,3,3,3,3,3,3,3,3
6911395669	nature	4,3,3,3,3
8027212570	urban	3,3,3,3,3
3877166867	animals	5,4,3,3,4,3,3,5,4,3
4487011740	animals	3,3,3,4,4
8371585658	animals	4,5,4,4,4,5
7949653256	urban	4,4,3,3,3
2576182925	nature	2,3,3,3,3
328074169	nature	3,4,4,3,4
4735800234	animals	3,4,3,4,4
498079819	nature	4,4,4,3,5
8474082515	people	4,3,3,3,3
5749853192	urban	4,4,4,4,5
3688248464	animals	3,3,4,3,3,3,3,4,4,3
4251886367	people	3,3,3,3,3,3,3,3,3,3
5347483128	people	3,4,3,3,3,3,3,3,3,3
5921129575	urban	4,5,4,5,5,4
5455479839	nature	3,3,3,4,2
1155935557	urban	3,3,4,3,3,3
4119915751	nature	3,3,3,3,3,3,3,3,3,3
8031321580	animals	3,3,3,4,4
6132279188	people	3,4,4,4,3
5611653930	nature	3,3,3,2,3
6065706800	urban	4,4,4,3,3,4,3,3,3,3
2269615358	animals	3,2,3,2,3
6537352659	urban	3,2,3,3,3
5414174686	people	3,3,3,4,3
6123823883	people	3,3,3,3,3
5157081248	nature	4,4,3,5,5
3522450831	urban	3,3,3,4,3
1427012444	urban	3,3,3,4,3,3,3,3,4,3,3
541577851	people	2,3,3,3,3
7157208651	people	4,5,4,4,5,3,4,4,3,3
1160141360	animals	3,4,3,4,4
6151151089	urban	3,3,2,2,2,2,3,3,3,3
2663946590	urban	3,3,3,3,3
6369891323	animals	4,4,3,3,4,3
5064489869	nature	3,4,3,3,3
2055609325	people	3,3,3,3,3
526635398	animals	4,4,4,4,3
4901871964	urban	5,5,4,4,5
6419694661	urban	3,4,4,4,4
5442492438	people	2,2,2,3,2,2,2,2,3,2
3164640884	urban	3,4,4,5,4
4884436300	nature	2,3,2,3,2
237439937	nature	2,3,3,3,3
4636842615	people	2,2,2,2,2
5356082279	people	4,3,3,3,3
8275499240	animals	3,3,4,5,3
5555344132	nature	2,2,2,4,3
4135359884	nature	4,3,4,3,3
8459332323	people	3,3,3,4,3
8538929343	people	4,4,4,4,4,3,4,4,5,4
8099794318	people	3,3,3,3,4,3,3,3,3,3
335131367	urban	4,4,3,4,4
4500536416	nature	4,3,3,3,3
99330487	animals	3,3,3,3,3,3,3,3,3,3,3
6941229063	nature	3,3,4,4,3
7928294718	nature	4,4,3,5,3
2949586715	people	4,4,3,3,4
4843198994	nature	5,4,3,3,4,4,4,4,3,3
3116376813	animals	3,3,3,5,3
5765911106	animals	3,3,3,3,3
7888286504	urban	2,3,3,3,3
8065491332	people	4,3,4,4,3
5236154598	animals	4,3,4,5,4
6555962415	animals	3,3,2,4,3,3
3386656846	nature	2,3,4,3,4
6064343370	people	3,3,3,3,3
121336419	nature	4,3,3,3,5
7200101700	urban	3,2,3,3,2
6267031291	urban	3,4,3,3,4,2
7536101642	animals	3,4,4,4,3,3
6455056683	nature	4,4,3,3,4,5,2,4,3,5,4,4,5,5,5
5567365890	people	4,4,4,4,4
5732729459	nature	3,3,3,3,3
6006425186	animals	3,3,4,3,3,4
7004740193	urban	3,2,4,4,5
5718429725	people	3,3,3,3,4
2417521412	nature	4,3,3,4,3
8125489118	urban	3,3,3,4,4,3,4,4,3,3
4802843613	nature	2,3,2,2,4
6828963811	people	2,2,2,4,4,4,4,4,1,4
6151906282	people	3,4,4,4,5
6741279211	animals	3,3,4,5,5,5,4
8341021303	nature	3,3,3,4,3,3,4,4,5,4
7061985813	urban	3,3,3,3,3
7721167036	people	3,3,3,3,5,3,3,3,3,3
6214894951	people	4,4,3,3,3
3463604891	nature	3,3,3,3,3
8100652287	urban	4,4,4,5,3,4,3,4
4010401797	nature	3,3,3,3,3
7974160272	people	3,3,3,4,3
5579697410	nature	3,4,3,3,3
7860228216	urban	3,3,3,3,3,3
281767680	animals	5,4,3,3,3
5487354756	nature	3,3,4,4,4
3712290619	animals	3,3,4,3,4
2821208434	urban	4,4,5,3,5,5
401351110	urban	5,3,4,4,2
5927970126	people	4,4,4,3,3
1394560975	animals	4,5,4,2,4
2963149443	nature	3,3,3,3,4
8521526173	urban	3,3,3,3,3
8524099882	nature	3,3,3,3,3
27983950	nature	3,2,3,3,3
6789639121	people	4,4,3,4,4
281200209	people	3,3,3,3,2
7796410894	animals	5,4,3,3,5,4,4,5,4,3,4
4527207529	people	3,4,3,4,3
6351119272	nature	3,3,3,3,3
2218577510	urban	3,4,4,4,3
4108305600	animals	4,3,4,5,4
2955709886	animals	4,4,4,5,4,3,4,5,4,4
3078942065	nature	3,3,3,4,3
8090458406	nature	5,3,4,5,4
8232030960	urban	3,3,3,4,2
3598693672	people	2,3,4,2,4
5509180085	urban	4,3,5,3,5
1229419986	nature	2,3,3,3,3
3833003547	urban	3,3,3,3,3
3769951281	nature	3,3,3,4,3
384607276	nature	5,4,3,4,3
440527590	people	4,5,4,3,3
8331143708	nature	3,4,3,3,3
5629018757	people	3,4,4,4,5
5548226089	people	3,3,3,4,3,3,3,5,3,3
5321309231	nature	3,3,3,4,4
8054458524	nature	3,3,3,4,3
4192025905	urban	3,2,2,2,2
2823613458	nature	3,3,3,3,2
5966616057	people	3,3,3,2,3
2938620639	nature	3,3,3,2,3
8488019346	animals	5,5,5,4,5,5,4,4,5,5
2672816953	urban	3,3,4,3,3,3,3,3
8079481509	urban	3,3,3,4,3
8450434970	urban	3,3,3,2,3,2
3976685191	urban	3,3,3,2,2,3,3,3,3,1
7364788526	urban	3,3,3,3,3
8093277127	people	5,4,4,5,4
175812681	urban	3,3,3,3,3,3
5972437468	nature	3,3,4,3,3
6949321679	nature	3,3,2,3,2
6057318986	people	3,3,3,3,3
3732629094	nature	2,3,3,4,4
8352609403	urban	5,4,4,5,3
7946474848	people	4,5,4,4,4
5400526538	nature	4,3,3,4,4
5337838424	urban	3,3,3,2,3
4302689699	nature	4,4,4,3,3
7779410648	animals	3,3,3,3,3,3,3,3,3,3,3
2225544200	people	2,2,2,2,3
2299649059	urban	5,5,5,4,4,4,4,5,5,4
4158928239	urban	4,4,5,4,3,4,5,4,4,4
7074590287	people	3,3,3,3,3
2715644720	animals	3,2,3,2,2
8310033402	people	4,3,4,4,4
4694126335	urban	3,5,4,3,3,3
890693668	animals	3,3,3,3,3
5452833706	people	3,3,2,3,2
2942800533	urban	3,4,4,4,5
4142657255	nature	3,2,2,2,2
7672840604	urban	3,4,4,4,4
7597292812	people	4,5,3,4,4
7919801268	people	4,3,4,5,4
8507517333	nature	3,3,3,2,3
1304953088	animals	3,3,4,4,3,4,4,4,4,4
485629997	nature	3,5,4,4,4,5,4,4,4,5
7903902160	animals	4,3,4,2,3
2216855819	urban	4,3,3,3,4,4,4,3,4,3,4,3,3,4,4
4885637987	urban	3,2,1,2,2,5
4462502100	nature	3,3,4,4,4
5565890122	people	2,2,2,2,2,2,2,2,2,3
3138485603	animals	5,3,3,4,4,3,5
4925212316	nature	3,3,3,4,4
3525642126	animals	3,3,4,3,4,4,4,4,3,2,4
4244185337	animals	4,4,5,3,5
6504244673	people	3,3,3,3,4
4610633949	nature	2,2,2,2,1
5113836904	people	2,3,3,2,2
5227330712	people	4,4,5,3,3
7878795830	animals	3,4,4,4,4
893277468	nature	3,3,4,3,4
2251188934	animals	3,4,3,4,3,4,4
7182565958	people	4,3,3,4,3
6788558164	people	3,4,3,3,4
5226230315	people	4,3,4,4,3
7883244068	people	4,3,4,4,4
3998473908	animals	3,3,3,3,4
8298448653	people	4,4,4,3,4
5947868155	people	4,4,3,4,3
5401981282	animals	3,3,3,3,4,3,3
4995614754	urban	5,4,4,5,4,4
8256391795	animals	4,4,5,4,4
3813450970	animals	3,2,4,3,2
5058412574	urban	3,3,3,4,3
6572910905	urban	4,4,3,3,4
5419687194	urban	3,3,3,2,2
2098260224	nature	3,4,3,5,3,5,5,4,4,4
346483297	urban	1,2,2,2,2
586832344	animals	3,3,3,4,2,3
7932893814	nature	3,3,1,3,4
8038888794	nature	3,3,4,4,4
3322783552	animals	3,4,3,3,4,3,3,4,3,3
5358583276	urban	4,4,4,4,5
8070598971	nature	4,2,4,4,4
6927957253	animals	3,4,4,4,3
3667722716	urban	3,4,4,4,4
8012235167	nature	3,4,3,3,4,3,3,3,3,3
7031562669	animals	3,4,4,4,4
8456417813	urban	4,4,4,3,3
4698849104	animals	4,5,5,3,4,3
4010599205	nature	4,3,5,3,4
2767505223	nature	3,2,3,3,4
3669275718	urban	3,3,3,3,3
4099298840	animals	3,3,3,3,3,3
3071110252	animals	2,2,2,2,3
413048723	animals	3,4,4,4,3
4096417726	urban	4,4,3,3,4
4703951701	nature	3,3,4,3,3
6248797145	people	3,3,3,3,3
7345590288	people	5,3,3,4,5
3365096528	nature	3,3,3,3,3
4444037893	people	3,3,3,3,3
7779632398	people	3,3,4,3,3,3,3,3,3,3
5615921737	urban	3,3,3,3,3
2043855422	urban	3,2,4,3,3
1643055500	nature	3,3,3,3,3
8259410081	urban	3,2,3,2,5,2
4304481885	people	4,3,3,4,3,3,1,3,3,3
1246700319	nature	3,3,3,2,3
2619072141	nature	3,4,3,2,4
5610968516	nature	3,3,3,3,2
6044055637	nature	4,4,5,3,4
883861571	urban	5,4,4,5,3
7958563778	animals	4,4,4,4,3
4365800575	urban	5,4,4,3,4,3
144577104	animals	4,4,5,3,4,3,4,3,3,4
5303154626	urban	3,3,4,3,4,3,3,3,3,3
2881003644	urban	3,3,3,4,4
4370421250	urban	3,3,2,3,3
7869511722	people	4,2,4,4,4
6810629689	people	3,3,3,4,3
5345997480	people	3,4,3,3,2
7111113049	animals	3,3,2,2,3
3223494895	animals	2,3,2,3,3
3527641424	animals	3,3,2,3,3
2921817234	nature	3,3,3,3,4,3,3,4,3,3
5578525745	nature	3,3,3,3,3
298223218	nature	3,3,3,3,3
8317557988	animals	3,3,3,3,3,3,3,3,4,3
4120137550	urban	3,3,2,2,3
4526847801	urban	5,5,4,5,4
3263389495	animals	4,4,3,4,4,3,3,4,4,3
8521695544	people	3,3,3,3,3
5192100900	people	3,3,3,3,3
8168759097	nature	4,3,3,4,4
7996523093	nature	4,5,4,5,3
4333611559	nature	3,4,4,4,4
8517063236	nature	3,3,3,3,3
2831778165	nature	3,2,1,2,1
295173407	people	4,4,5,4,3
399576836	urban	3,4,4,3,3
2153593391	nature	3,4,4,4,5,4,3,3,4,4
8420184357	animals	4,3,3,3,3
6452416689	people	3,3,3,3,3,3,2,3,3,3
49925227	urban	3,4,3,4,3
6886853144	nature	3,4,5,3,4
8127265777	people	3,3,3,4,3
2801821781	nature	4,3,4,4,4
311297778	urban	4,5,4,4,5
2685148889	urban	3,3,3,3,3
1557396855	urban	3,3,3,3,3,3
391402029	nature	4,3,3,4,3,4,4,3,4,3,3,4,4,4,4
126560468	urban	3,3,3,3,3
4150462098	urban	3,4,3,3,3,3
2555916769	people	4,4,3,4,3
3363759481	animals	3,3,3,5,4,4
3531166610	animals	4,3,3,3,3
8045696915	nature	3,3,3,3,3
3909074878	nature	4,4,4,4,4
1384799414	animals	2,3,3,3,3,3,3,3,3,3
3845472878	nature	3,3,4,3,3
3283608860	nature	3,4,3,4,4
6202405079	nature	3,3,3,3,4
6094597487	people	3,3,3,3,4,3,3,4,3,3
2957442267	animals	4,4,4,3,4,2,4,4,3,4,3
542411232	people	4,3,3,3,3
2634390633	animals	4,4,4,4,4,4
7802852918	urban	4,3,3,3,4,3
3440471967	animals	4,4,4,4,4
2880258683	nature	3,3,3,3,3
8277279616	people	5,5,4,4,2
5553778685	nature	2,3,4,4,2
7442864290	animals	3,3,3,4,3
6827891442	people	4,4,4,4,4
5986539502	animals	3,4,4,4,4
4827914022	nature	3,4,4,4,3
8504559981	people	3,4,4,3,4
821156759	animals	4,4,3,3,3
548510282	nature	3,3,3,3,3,3,3,3,3,3
43442464	people	3,3,3,3,3
6011050419	urban	5,4,3,5,5
7786413504	animals	3,3,3,3,4
6033144636	animals	3,4,3,4,4
2320307256	nature	3,3,3,4,2
61767806	people	3,2,2,2,3
8403775748	urban	3,4,4,4,4
39726004	people	2,2,2,2,2,2,2,2,2,2
6044585820	nature	3,2,3,3,3
8350981449	animals	5,4,4,4,5
7798059944	urban	4,3,3,3,3,3
2601219984	nature	3,3,2,3,3
5353096431	people	3,3,3,3,3
3566959757	nature	3,3,5,4,3
4611181320	urban	4,3,4,5,4,5,5,3,4,5,5
7666433036	people	4,4,4,4,4
2429336154	nature	3,3,3,3,4
3672471211	animals	3,3,3,3,3,3,3
3548703386	urban	2,2,2,2,2
220479769	nature	3,5,4,4,4
2161856353	nature	3,3,3,3,3
6265088486	people	3,4,4,4,4
6504211377	people	3,3,3,3,3
5305938153	people	4,3,3,3,3
339640142	animals	3,3,3,4,3
6782184358	urban	5,5,5,4,5
3290133196	people	3,3,3,3,3
3745872490	nature	3,3,4,4,5,4,4,4,4,3
5219694744	urban	3,3,3,3,3
3473329063	animals	3,3,3,3,4
6147882644	urban	3,4,5,3,5
1413954283	urban	5,4,4,4,3,3
4497996000	animals	3,3,2,2,3
8171733102	urban	3,3,3,3,3,3,3,3,3,3
6816116957	urban	3,5,4,4,3
5298446025	urban	4,4,3,4,4
8117829035	nature	3,3,4,3,4
7984481514	people	4,3,4,3,3
8486043408	animals	4,3,4,2,4
3959487465	animals	4,5,4,4,4
6835932244	urban	3,3,3,3,3
5802888056	nature	3,3,4,4,4
6906968221	urban	3,3,3,3,3
3379809146	animals	3,3,3,3,3
2024752610	nature	2,3,3,4,4,3,3,3,3,3
2638202884	animals	3,2,2,3,2
2688748696	animals	3,4,3,2,4
3257265979	nature	4,3,3,4,4,5,3,4,4,4
6504957939	urban	3,3,3,3,2
623826188	nature	3,3,3,3,3
1624075224	nature	3,3,3,3,3
5972702872	urban	4,4,5,4,5
6685973279	people	3,2,3,3,3
4415371647	nature	3,3,4,4,3,3,3,5,4,4
4552430106	animals	3,3,3,3,3,3
3876645733	urban	4,4,5,5,5
4718489821	people	4,4,3,3,4,3,3,3,3,3
3056386977	urban	3,3,3,3,3
7977079196	people	3,3,3,3,4
484613271	people	2,2,2,2,2
5047144731	urban	4,4,5,4,4
5774746822	urban	3,3,3,4,3
7295262388	animals	3,4,4,4,5,4,4,4,4,4,4
7023517505	people	5,4,4,3,5,3,4,4,3,4
7219734022	people	5,4,3,3,2
5200907689	people	4,3,3,4,3
8459922233	people	3,3,3,4,3
3189787436	nature	3,3,3,3,3,3,3,2,4,3
4667375974	urban	3,3,3,4,3
4372291971	urban	3,3,3,3,3
2637981059	nature	5,3,4,3,3,4,2,4,4,4
5038888413	animals	3,2,3,3,3
8087886801	nature	4,5,4,4,4
4141771191	urban	3,5,5,3,3,4,5,3,5,3
240188621	people	3,3,3,3,3
1473452964	urban	4,4,3,3,3
7036002787	animals	3,3,3,3,3
333863600	animals	4,3,4,4,3,4
4623663428	people	3,3,3,4,3
6388361839	people	3,4,3,3,3
643578435	animals	3,3,3,4,3
7846194554	urban	3,3,4,3,3
3521593698	nature	3,3,3,3,4
5680650073	nature	3,3,4,3,3
7069105271	animals	4,4,3,3,3
6048590823	animals	4,3,3,4,4
5387548169	people	4,3,3,4,3
7170455768	urban	4,5,5,5,4
1114759912	animals	4,5,4,4,4,5,4
2374063398	nature	4,3,3,3,2
8274498131	nature	3,3,3,4,4
3877337011	animals	4,4,3,4,4,4
45414283	animals	3,3,2,2,3
3144095342	animals	4,3,4,3,5
2674884254	animals	4,5,3,3,3
7923892588	people	4,3,3,4,3,3,3,3,3,3
7037606979	nature	3,3,3,3,3,3
7402889756	animals	4,3,4,4,2,4,4,4,2,5
452116693	nature	3,4,3,4,4
8340981061	people	4,4,4,4,4
8419446005	people	4,4,4,4,4
3711485153	people	3,3,3,2,3
525641360	people	4,3,3,3,3
2167464065	nature	3,3,3,3,3,4,3,3,5,3,4
7557786120	urban	3,3,4,4,4,3,3
8381090572	people	4,3,3,3,3
258053924	urban	3,3,3,3,3
4541979102	urban	3,3,3,3,3
6434219763	animals	3,3,2,4,3,3,3,3,3,3,3
6979225459	urban	4,4,4,4,4
2423145994	nature	4,4,3,3,5
2109353353	people	2,2,1,2,2,2,2,2,2,2
3495542461	urban	3,3,3,3,3
6018550654	urban	4,3,3,3,4,3
4259884564	nature	3,3,3,4,3
3927419837	nature	2,3,3,3,3
6065671409	urban	4,3,4,3,3
5529859603	people	5,4,3,4,4
7260791178	people	4,3,3,3,3
3440287084	nature	2,3,3,3,3
2564257227	animals	4,4,4,3,4
6943234383	nature	4,4,3,3,3
8177287529	animals	5,5,5,5,5,5,4,5,5,4
6870890084	nature	3,3,3,3,3
1808262453	urban	3,3,3,3,3,3,3,4,4,4
8444408652	urban	3,3,3,4,3
148665503	nature	3,3,4,4,4,4,5,4,2,3,4,3,4,4,4
2562548439	people	3,3,3,3,2
41670928	nature	3,3,2,2,3
3935340887	urban	3,3,3,2,3
4686948563	animals	4,3,3,3,4
5292181552	people	3,3,3,3,3
7600473766	people	2,4,4,3,3,3,3,4,3,4
2373642086	people	3,3,3,3,3
4547929637	people	5,5,5,5,5
6733756761	nature	3,3,3,3,3,4,3,3,4,5
24981142	nature	4,4,4,3,3
7897020468	people	4,3,4,4,4
6308883176	nature	3,3,3,3,3
8452989189	people	5,3,4,4,4
5894052896	nature	4,4,3,4,3
2094535681	nature	4,3,3,4,3,4,3,3,3,4
2687307869	nature	5,3,4,3,3
8309590365	people	3,3,3,3,4
4357126023	nature	3,3,3,3,3
8541352633	nature	3,3,2,2,4,3
8349284590	nature	4,3,3,3,3
5075209982	urban	3,3,4,3,3
2181170020	people	3,4,4,3,3,3,3,4,3,5
6158284739	people	4,3,4,4,4
1531136372	nature	3,4,3,3,3,3,4,4,4,3
6863758345	urban	2,3,2,2,3
6504046847	people	3,3,3,3,3
8352125738	urban	3,3,4,3,4,3,3,4,3,3
3103536227	nature	5,2,3,3,3
4455876036	urban	3,3,3,3,3
3214262449	nature	3,2,3,3,2
7985415710	animals	5,4,5,4,5
8191553434	animals	4,3,3,3,3
331702225	animals	4,4,3,4,3
7685884336	urban	4,3,4,3,3
8063361329	urban	3,2,4,5,2,4,4,1,3,3
6106139704	animals	4,4,4,3,4
5423456610	people	4,5,5,4,4
7346229852	people	3,3,3,3,4,3,5,3,4,3
8120781247	nature	4,3,4,3,3,4,4,3,4,3
5347487942	people	3,3,3,3,3
4261311449	people	4,4,5,3,4
