TEXT_COLUMN_NAME,LABEL_COLUMN_NAME
"A bit light in terms of content, this probably could have been condensed down into 2 lessons.",2
"Great start. Many promises. But week 3 and 4 go in a wrong direction. Instead of speaking about Strategy - author goes into unrelated fields. Trash bins as a reference of a new strategical approach - misses a point that it is not a mass product. What strategical decisions did it involve that were not related to marketing? Almost none. Strategy is much, much wider term. Regarding new tendencies... Globalization has happened yesterday... Today it's time to open new horizons in relation to application of IT solutions to management problems. After AlphaGo proved that a computer program is more skillful in a complex game of GO than one of the top human players - it will not take much to the next step - strategical decision making on a corporate level. What companies need to do today? Infrastructure - probably. New organizational structure? - Definitely.",2
"I had rated this course 4 star earlier but, I am downgrading it to 2 star now as the course managers - coursera + CBS seem to have abandoned the coursera while the program is still running and being charged upwards of hundreds of dollars.The final peer assignment date has passed by close to 2 weeks and the grading process is not completed, neither there is any communication from course managers about the same.Very disappointing from Coursera and CBS. For free, the course may be still useful as early introduction to strategy but as paid course, refrain for the time being.My earlier review below.-----Delivery of the course - presentation, videos, sequencing and articles for each video are very well organized and executed. Referring cases studies is good as well.However, the material seems simplified and is very much a basic course and not intermediate or advanced course.Additionally, the quizzes are very simple and have ample room to increase the difficulty level in order to make the course more challenging.",2
"By the end of the course, you do start to develop the ""hacker mentality"" the course writers want you to develop. That being said, it does seem that they could have done a much better job in the video introducing core concepts that would have given non-programmers a better starting point for looking for outside researchers. A ton of time is wasted in the earliest set of videos on super basic topics, but then the course jumps into some very advanced topics with little attention paid to core concepts except by the mentors in the forums. If these really are ""core concepts"", as described by the mentors, one would think that the teachers would spend time on those concepts in the videos instead of on more arcane use cases (which are precisely the sorts of thing it makes sense to look for in other sources). It really does seem that the teachers have no concept of what is critical content for beginners, given this odd imbalance of tons of time on extremely basic topics, tons of time on fairly advanced topics, and almost no time on critical intermediate-level content.",2
"The ask in the fist assignment was not formulated correctly. Felt the class needed more hands on learning. Although the lectures were clear and concise, going back to them really didn't help me with the assignments.",2
"This course is very bad. I would like to say this course sucks compared with my sql course no matter how it is structured or how the instructor conducted the course. The instructor is very boring and does not explain very clearly. Even when I start, he does not clearly clarify how to start to use R. He was just talking about what the powerpoint shows. I will absolutely not recommend this course if you are beginners. (0 STAR)I will give a little credit to swirl, a practical tool provided by this course to learn R by yourself thought the instruction of the R program itself. But for the later part of swirl, it's confusing sometimes. However, I learnt much more from swirl rather than from the instructor. I can't understand what he is talking about but you have to make it clear thru using swirl. He said the swirl is an optional part but he does not realized what he shows is much worse than swirl. (2 STARS)Overall, I don't recommend this anyone, especially if you are beginners.",2
"Love Coursera but was disappointed in this course. Being a true beginner w/no background in programming or data science, I felt the programming assignments were way too far a stretch from the Swirl exercises (which I felt were super helpful and beginner appropriate) and lectures. I spent 8-12 hrs on each one just googling and trying to decipher the programming jargon that most responses were written in. I was able to figure out workable code for most problems but I feel like I am still lacking the basic fundamentals underlying the solutions to these assignments and would have a hard time reproducing solutions to similar problems.",2
"As someone with little programming experience, this course was extremely challenging and I don't think the information taught was enough to successfully complete the course. I had to go to another online education source to teach myself R before I could do the Coursera programming assignments.",2
The homework and the lectures are at totally different level.,2
"The exams and projects are really really hard and make R newbies, such as I, feel very suffering. And these contents are not connect to the teaching materials closely. I think there is large space to improve this course to make it more accessible and learnable.",2
"I passed this course with score 95% finished all quizzes, Programming assignments and swirl exercises. but it wasn't useful that much. the videos wasn't interactive, to much theoretical parts...less practical you can't solve the assignments depending on the tutorials you have to google for the answers and know how people can solve the problems.......I recommend if there will be a new version to put these points in consideration",2
Very poor lecture support for the assignments. So much was not covered at all during the lectures that the assignments were extremely time consuming.,2
"It is just not a good course for a beginner, especially the assignment 2 is hard to understand. And hope this course can add a little bit material on statistical programming or machine learning session in the future.",2
"Good intention but the programming assignments were much much harder than what was covered in the mostly theoretical lectures and the more practical but not as advanced swirl exercises. After reading other reviews of this course, and struggling to complete the FIRST programming assignment, I canceled. Please do not advertise this as for beginners - I think people who have had some programming experience before would find this great, but not for the newbie.",2
"I do not like how the lecturer teaches. It is too theoretical, and from very simple concepts makes rocket science. It would be better to have more exmaple and less theory.",2
"Not meant for a complete beginner. I've spoken to a dozen people who have taken this course, and if you don't have some programming skills, you'll struggle. I'm not suggesting its not doable for the complete beginner, but the time commitment may be prohibitive.",2
The videos do not adequately prepare the students of the programming assignments.The instructor should provide more support regarding the homework.,2
"Swirl package contents were better than the lectures in the videos. The video lectures introduced concepts without any context, making them difficult to understand. The video lectures also didn't demonstrate anything. The Swirl package was much better at ""showing one,"" ""doing one.""",2
"Had potential, but exercises and quizzes do not align with content taught by professor. This is not a beginners course!",2
"The swirl exercises were helpful, but the video lectures and assignments were not. Therefore, I cannot recommed this course. There are better resources for learning R in general and R programming.",2
Not good for people who would like to learn from basics.,2
"I am a very frustrated learner trying to write a constructive review here. I studied the course full time to get a certificate to put in my profile. R programming is considered nearly essential skill, if not fundamental, to data analysis. So I had high hopes going into this course.Lecture videos: I cannot begin to tell you how many times I fell asleep watching the video lectures. This course is for you if you like listening to someone talking through pages and pages of copy/paste text from a command prompt. I, on the other hand, prefer learning by doing. Sadly, all the doing is clumped into the assignments (more on them later). Also, Dr. Peng makes gross burping/drooling noises in the video from time to time. I apologize if that sounded rude, but try listening to the lectures with headphones and you'll say the same. Video editing for pre-recorded videos is not rocket science.Assignments: These were the biggest frustration throughout the course. Imagine you want to learn to play the piano (and you play a little guitar now) and you go to the piano class. Your piano teacher talks your ears off with music theory for several hours and then hangs you out to dry in front of an audience in a concert hall. You protest ""But I have no clue of how to PLAY"", but your teacher says ""All the piano greats learned by fiddling around with a ""hacker"" mentality"". You ask ""Why did I pay $50 to hack on my own?""Off-lecture help: If you take the course for the same reason I did, then thank your favorite god for the moderators in the discussion forums (mentors). 1 out of the 2 stars I give belongs solely to them and the fantastic work they do. The stickied posts in the forums offer a bit of help with the assignments (not enough, but still something). And they are also active in answering questions. The other star in my review goes to ""Swirl"". You will learn way more by doing the swirl exercises than watching the lectures by a long way.In conclusion, I finished the course with nothing more than a rudimentary understanding of R despite the fine grades. Very little thought seems to have been put into the lectures. I would recommend this only if you want to show this certificate to someone. Otherwise, stay away!",2
"R is a good to know tool, but so many of these process are automated now. You can do this quite easily in XLS or SPSS in most cases.",2
"This course is ""1-dimensional"" and not of high didactic quality. I have followed several other courses ( also Python in Coursera set up) and this one really disappointed me ( I'm in wk 2 out of 4 now). It is a bit of a pitty that the instructor speaks too rapid ( it is ment to be also for non-native US speakers?). The material is hardly explained step by step. So what I do at the moment: I watch the video and than go to Yuotube to find other videos that deal with the topics in an easier and didactic better way.Examples of good cousres in my opinion are stats and probabilty course/ and the python coursePS ""all of the data toolbox"" course seem to have the same flaws.Of course my knowledge level is low concerning programming ( I am a MD, so hardly scientific educated...). Nevertheless I hope this feedback can be of any good.",2
I don't think the course is setup for a beginner or a person who has never used R...very frustrated with needing to search the internet for help on everything that the course is supposed to be teaching me.,2
"From my past experience, I know it’s not easy for people to take suggestions. But I still want to have a try this time.I had high hopes for this course, but I am quite disappointed. I think Dr. Peng needs to improve his teaching skills.1. Good teaching is clear, concise, and right to the point. So please slow down, speak. Don’t mumble.2. Programming is a practical skill. So the best method to learn programming is to use step-by-step demos. You can talk about a concept for 5 to 10 minutes but I still can’t get it. Use a demo and I can get it right away.3. Don’t just try to cover the materials so you think you have done the teaching, try to understand how your students learn and make sure they really get it.4. If you haven’t covered some concept, don’t assume your students will understand it by magic.A good teacher can make the learning experience effortless and fun, a poor teacher makes it like a torture.",2
There are huge gaps between learning materials (videos) and assignments. Assignments are very difficult and definitely not for R beginners. Also assignments' instruction are a little difficult to understand. I wonder if the purpose of assignments is to exam our reading and understanding abilities or the skills of R!!!I also took courses <Getting and Cleaning Data> and <Exploratory Data Analysis> at the same time and these two courses' assignments are much easier than the course <R Programming>. Writing function in R really isn't that easy especially for an R beginner who only has little knowledge of R packages and functions. I really don't think this course should arrange as the second course to take in this Data Science course series.,2
"Better than the Data Scientist's toolbox, but not a great introduction to R. When I'm learning a new language, I don't want to know about data types and for loops. A detailed example showing the strengths of this language would be better.",2
The course content and the assignments are too far apart. I would have learned more if it was better aligned and there were some exercise in between.,2
The lectures for this course do not adequately prepare students for the graded quizzes and assignments.,2
There is a disconnect between what is taught and what is assigned.,2
"This course is not set up right, the assignments ask you to do things that aren't explained until the next weeks content, its kind of discouraging. In the end, it does teach you the basics of R, its just too bad that the way to get there is aggravating.The reason I still only give it 2 stars is because of the quality of the courses itself. There are many, many 1 and 2 minute videos, these could've easily been combined. The teacher seems unprepared in his lectures, he stutters and repeats a lot and makes a weird noise between slides. This shouldn't be necessary with pre-recorded lectures. The assignments and quizzes are also poorly written and contain spelling and sloppy mistakes, which doesn't make sense because the material isn't new. It all just makes it seem like the teacher doesn't really care and just wants to sell the course to a lot of people without putting in much effort.If you are not following the specialization I would not advise this course for beginners. I'm quite surprised to see the course get such high ratings.",2
it's so hard for beginners in my opinion,2
"The first 2 weeks have too many videos, which make it difficult to follow. This breaks the flow of the lectures and makes a lot of unuseful repetitions.The slides only have words and are hard to follow, no graphs or illustrations, this means that you rely on the voice of the lecturer to guide you, which is difficult sometimes.Furthermore, the code presented is not run 'live', and results are often lacking, which makes comparison with 'my own results' hard to do.Summary: Not that its a bad course (SWIRL is a great tool), just look for another course that's easier to follow.",2
"This course is a little too deep into programming and a little light on learning the basics of R. I would recommend splitting out the more advanced programming concepts in this course and offering them in a course near the end of the specialization.This course should be higher level and give the user a wider view of R. Currently this course seems to assume significant knowledge of R or programming in general, making it not a good early course in the specialization.",2
"This course is not very ""beginner friendly""",2
"Morely designed on slideshows, not effective.",2
"This course was difficult for me to grasp. The instructor (I believe) assumes that all participants have some background in programming, and since I do not, I have a very difficult time following the examples. I bought the entire series of classes, but need to retake this one after I read some more from other sources and have had a chance to digest what's here.",2
There is not much of a relation between what the course gives (explains with the videos and with the SWIRL exercises) and the real exercices they ask to. Too difficult to follow by people new in the programming area.,2
"Poor quality. A disappointing experience.The lectures are very basic, thought for people that have no experience in programming. This might be ok, but the difficulty of assignments should follow; instead, they can be relatively hard; newbie programmers will probably have an extremely hard time solving them, considering that many of the problems they will encounter are not treated at all in the course.The course does not focus enough on what differentiates R from other languages: just a few videos on data types, *apply functions, and a tiny little bit of scoping (very unclear). All these areas should have been expanded, and the course should have had more arguments as well.Finally, the assignments are not enough and their grading system is quite poor: instead of submitting your code and testing it automatically, you should calculate some quantities by hand and select the results out of a few possibilities.All in all, I was disappointed with the course.",2
"Way too much way too fast. Not sure how I would make it better, but I felt like I was learning from googling more than from the course.",2
"This is not a course for a beginner in programming. If you are interested in learning R, I would recommend going to DataCamp and starting there. The lecture videos were not engaging, and the jump from the lecture and quizzes to the programming assignments was quite significant (as others have pointed out). The lecturer for this course does have a pre-programming assignment on his GitHub repository to aid in the first programming assignment, but this was not easy to locate nor advertised well (had to scroll through discussion forums before I saw someone mention it). The swirl assignments were the only saving grace for a class that was otherwise not engaging or structured well. The class could stand to be restructured: for example, it would have been nice for the lectures to cover the str() function before our first programming assignment. Overall, this class does seem to be a good choice for a ""refresher"" course if you already have some experience coding in R, but be wary if you have little to no programming experience.",2
"It feels like this course was abandoned by the instructors. The Programming Assignments are practically impossible to be done unless you have previous programming experience. Other than swirl, it would be very helpful if there were basic optional exercises for those who have never programmed before. I worked hard to be able to follow it, but if I knew how uninvolved the instructors were, I would have saved my money and spent it on a course with active involvement from those who developed it. Disappointing.",2
"Too much ppt and theory, while little examples and real code",2
"This is not an introduction to R programming... this is more in-depth than just introduction... in week 2 we're asked to compute and program to read multiple files at once with very specific functionalities!... this is not an introduction to R programming whatsoever... also it requires a lot of user reading from other sources i.e. google, stack overflow... etc... I don't recommend this to newbies",2
"This course is *NOT* for beginners. I would not have asked my work to pay for the specialization if I knew it would take me 3 months to complete R Programming. I have a degree in economics, magna cum laude, so clearly I'm not dumb. Also, I have non-trivial experience with Stata. When I read that this would be a suitable introduction for anyone, I had no idea that what it would really take was a professional programmer (which I am lucky to have as a partner) to fill in the gaps.Extremely misleading.",2
"The lecture is too general. Not a courser for beginners. But if your are not a beginner, you won't need this, so…",2
The lectures did not prepare for quizzes/assignments. Not a class for beginners.It would be better if he used R while lecturing instead of just talking through the whole lecture.I got more out of the swirl tutorials than I did the lectures.,2
"This is a tougher class than advertised. I essentially had to clear my entire week's plans to complete the first week's assignment, which was by far the toughest. There needs to be more testing on a variety of incoming skill sets. The lectures can also benefit from a recalibration, because the lecturer speaks way too fast for newbies and speaks fastest when explaining the most complex concepts. This makes it tough to learn.",2
difficult for beginners,2
"My background is in software development, so I know a thing or two about writing code. I'm about halfway through the course, and I'm really struck by two things:",2
This course is very difficult for beginners.,2
"The video lectures were not on par with the, in my opinion, extremely demanding programming assignments. I'd say some knowledge of advanced coding was required in order to complete the assignments, or alternatively, lots of time to learn by yourself on google and forums, which wasn't really the point, was it.",2
Disorganized course materials. Gaps in the materials.,2
Assignments do not correspond with video lessons.Video lessons has a lot of teorical concepts that are not usefull at all.There's a big opportunity to enhace this course.,2
"This course is not at all beginner friendly, really hard to follow the assignments and the lectures if you do not have a programming or R background.",2
"The videos were helpful, but too fast. Not a lot of time is spent on any of the functions of F. Swirl helps but not a lot.",2
Peng is incomprehensible. I give up.,2
"Too short, too simple, too theoretic.I found of little interest the slides, partially interesting the swirl exercise, interesting the programming assignment.I would like to have a longer course with more practical examples.",2
"This is NOT a step-wise introduction to R for the novice. Useful in many respects, but the uninitiated to the field need more time, slow increments in project difficulty and more thorough, step by step explanations. I think the designers of the course wrongly assume that ALL R programming should be taught in THIS course which is erroneous; it should be about laying the foundations, on which the student can then expand his/her R programming abilities.",2
"The content and the speed that they teach you R are actually good. But considering that we now have to pay 45€/49$ for the course you will expect more polished videos and quizzes. Some of the videos are just stutters, repetitions and filling words. It's seems like they have been in a rush without decent preparation. Also one of the quiz questions was simply wrong. This should be fixed. Furthermore some of the commands they present are deprecated and cannot be used anymore.",2
"Very disjointed and no clear progression. While it teaches the basic syntactic rules well enough, the functionality of R is explored in an ad hoc manner where the assignments have little to no relation to the week's lecture.",2
"Very essential topics, but the instructor's delivery of content is inconsistent, glosses over explanations at time, ""umms and arrrs"" a lot, talks extremely fast at times. Making this course quite hard to follow.Disclosure: English if my first language. Not new to programming. Not new to MOOC courses.",2
"The Course is not easy for someone who is new to programming languages, I myself with 2 years of programming knowledge with other languages I found it difficult to understand, the only thing I liked about this course was swirl training it was pretty easy, fun, and clear.Assignment was too hard and the descriptions are not that clear specially assignment 3",2
"You don't really learn what you need from lectures. While I agree part of the experience is having to search and figure things out yourself, this goes beyond what I would expect. I have a technical background (heavy database, Data Warehouse, sql, and coding) and it was difficult for me, I can just imagine if you didn't have a technical background.",2
The assignments are highly dissociated from the course material. Also once the due date has passed sharing the best solution would help so as to give insights on what could have been done better.,2
"This is a challenging course because there is a marked gap between the video lectures and the weekly assignments. This course will be far more demanding of your time and willingness to fail that the Data Scientist's Toolbox. If you have the time and resilience to search out support materials and frequently peruse the Discussion threads, you will be able to find what you need. My peers with programming experience confirmed that there is too wide a gap between the content delivered in the video lectures and the demands of the coding assignments. If you decide to take this course, be sure to do the swirl exercises so you get a feel of how the R functions work. When you grade your peers' work, you might notice that more than a few decided to plagiarize code from others.The videos need to be redone. Effective instructors know that students learn by seeing examples, not by listening to broad descriptions of what a function can do.",2
"I am very frustrated by the disconnect between the lectures and programming assignment in this course. The lectures are very basic, but that makes sense for an intro-type course. The programming assignments, however, have very little connection to the lectures. I have some experience using software with command-based interface (including R) for statistical analysis, and I am relatively good at searching and finding information independently, but this course was way too hard even for me. I might revisit programming assignments again once I have more time and more experience with the application, just for the sake of completing the course, but I kind of find it silly that I need experience with R to pass the course intended for people with little to no experience with R.",2
"Difficult to follow if you are new to any type of programming. This is not a beginner's course. Best to take this course after trying Swirl, Data Camp, or Code School.",2
"This course is VERY abstract and I find myself rushing through the videos to get to the practice/quiz so that I can trial and error my way through the project..... hoping for the best. Neither am I excited about starting the lesson each week because there is no real world problem/or data set I'm continuously practicing from. The lessons are essentially a reference guide and not a useful approach for teaching. If I wanted a reference guide, I'd just pick up one of the various handbooks/books on the markets that list R codes and their functions. A better way to teach/present this course is by infusing actual, real world examples or cases throughout the lessons instead of just listing a function and talking through its corresponding activity/response. Ideally, the real world example would be introduced in the first lesson in Week 1 and that data set would be used throughout the course(s) to apply and practice newly introduced functions. Teaching from this perspective would likely make the concepts much easier to grasp and importantly, RETAIN. The lessons, as they are currently presented, encourage rote memorization and rob the students of actually applying the concepts/code taught.Also, I love the idea of this specialization. However, I think the professors need to work more closely with online instructional designers to make the entire series more palatable for online learning. It very much feels as if they have adapted a traditional course on their own without the help of professionals who are skilled at designing online courses. If the aforementioned is the case, the professor(s) should be commended for their efforts, but there is definitely more work to be done to make this an engaging course I'd recommend.PS - I am taking notes and I have some experience with STATA so this type of coding/anaylsis is not unfamiliar to me. I can only imagine how novices may take to the lessons.",2
"I was really hoping to complete the data science specialization, but I have found the first couple of courses to be not very cohesive. This course in particular was ok, but lectures and application (projects and assignments) had such a wide gap between them I found that I was mostly teaching myself...",2
"Excellent video materials---one of the best classes on this subject, but there has been no support. Missing and incorrect spreadsheets for assignments and no response from TAs for days at a time. This could be a great class if they get the bugs fixec.",2
"Intro audio for each video is incredibly poor.Early course videos have too much animation; it’s distracting.Video 1.3.1- At 4.57 says “Certain jobs and tasks that are not value added are more easily outsourced. But critical functions that are part of the company's value chain or the critical functions that give the product or service value to the customer, should really be outsourced.” I assume that was supposed to say NOT be outsourced, otherwise it doesn’t make sense.Lesson 1.3: the link to the IRS page isn’t hyperlinked. You have to copy and paste.Module 1 Final Quiz: questions aren’t worded well.Mid-lecture question pop up in the middle of sentences and sometimes even words.Quote from video 2.2.2: “Did you know that over 90% of candidates are now using mobile technology to look for jobs?” Then the practice quiz question “What percentage of job seekers use their mobile device to search for a job once a week or more?” and the correct answer is listed at “68%”. There is no mention of 68% anywhere.Videos often go silent for several seconds for no apparent reason. These could easily be edited out.Week 2 quiz: Q. 6 “improve employmentoutcomes” - somebody forgot a space.Practice quiz 3.3, Q 1: “""Tell me about a time when you made a mistake"" is what type of interview question?” - Answered Behavioral, but system marked wrong (but under the answer Behavioral note says “behavioral- tell me about a time”, so obviously it actually is the right answer.",2
"There were some real technical problems in this course. The video sound wouldn't match up in places, and the brief questions inserted into the video would come prior to us learning the content to answer the question. In addition the quiz answers would not match up to what was learned in the video. For example, one quiz asked what type of question would ""tell me about a time"" be, and in the video it literally said it was a behavioral question, but that was marked wrong in the quiz. There were also several instances where the percentages taught to us were marked wrong in the quiz. This was not as high of a quality learning experience as the first course in the specialization, so I was quite disappointed. I do hope someone will go through this course and fix the inconsistencies and technical errors. Thank you.",2
"This course seems patched together. The volume isn't consistent, even within videos. Some videos / slides are great and full of information, while others are just long periods of talking with one word or phrase on the screen and none of the information put in written form.Some of the questions occur in multiple practice quizzes. Also, there are misspellings in the quizzes. Finally, one quiz marked a question wrong and then, in the comments, noted the answer was right.Further, some of the videos seem to stretch out information to fill time.",2
Not very substantive. Seems to be a marketing ploy for those on-screen more than to be anything of use to its audience.,2
Topics were not taken in depth and enough clarity. I tried hard to learn in the course but lost track by the end of week 3 and the peer assignment.,2
"Very shallow content - broad, but not deep. Not many assignments instead of the last one. We hear what we heard before. For the same price, Analytics Edge at EdX is far better choice for practical machine learning.",2
"This course is rather bad, not well rehearsed and hastily delivered. Especially in comparison with other, in-depth course of this Specialization. The course is more of a 'caret' package review then actual Machine Learning. I learned how to use the",2
not what I expected for a machine learning course,2
"This is a part of the data specialization; from afar, I would not be interested in Machine Learning because of this course. I will seek other methods to learn.",2
needs more case studies and examples,2
"I saw two main issues with this course: 1) dated lecture videos, oftentimes with R code that can't be replicated using up-to-date packages, and 2) lack of thoughtful design: example after example after example after example doesn't really teach you anything.",2
Felt difficult in understanding the overall course in short duration . 1 month is not enough for this course. I request the authors to make the course much more simpler,2
Course content feels upside down. You'll learn about machine algorithm specifics and caveats before anyone explains what the said algorithm actually hopes to achieve.,2
The mathematics in this course are at a high level (similar to Statistical Inference) - and are presented at a pace that is challenging without significant background in the field. There is little guidance presented on the methods required. It is recommended that students source out plenty of support material (intro to statistical inference and similar).,2
"Absolutely useless random un-explained list of facts and advices that is thrown to a learner without any attempt to give a systematic approach. Pure waste of time and effort. Can only be suitable to those, who already know the subject well and can use some additional facts that are randomly presented in this ""course"".",2
The instructions for the final project were very unclear and even though I submitted all assignments well before their respective deadlines and reviewed the required number of projects my work was not processed for a grade thereby delaying my specialization completion.,2
This is too high level for a machine learning course. You don't exactly learn a lot about the techniques just how to use them and name them out if you're having a conversation with a person. My least favorite course in the series,2
"Had big expectations for this one... really one of the ones to look forward to after working through the beginning of the specialization, but for some reason, it seemed any prof or even TA interaction was absent this time around like in none of the other specialization coursed to date. Bugs in the new interface and quizzes weren't really addressed. Couldn't even get an official response about the apparent removal of Distinction-level now (which I'd been working to get in all specialization courses and now seems no longer an option). Still interesting content. As a ""free"" course, it's still really valuable. As one of the people that paid for this and all others in this specialization, this is the one I felt didn't return as much value to justify the payment with no ""official"" course staff seeming to be involved this round.",2
incomplete and not clear. extremely disappointed.,2
"Does not give much intuition around the subject. I found the lectures a bit uninspiring. Lots of powerpoint (just text, no images or visuals really) and the lecturer just underlined the words he was talking about as he read the powerpoint out. I found the Udacity Intro to Machine Learning course gave a much better intuition and understanding of this subject. We also had slides on how to split data into a training and testing set on pretty much EVERY lecture - what a waste of time!",2
"lecture can be really unclear sometimes because lecturer breezes through the actual implementation of training/predicting: ""use x, y, and z [underlines some stuff on screen]"" and you're doneAlso lots of mistakes/typos in lecture and quizzes",2
"Slightly better than the Statistical Inference course, but many of the same technical and delivery defects persist. With an otherwise high quality program, I recommend re-producing the inference and regression lectures to increase the overall value of the curriculum.",2
To fast pace and missing lot of content to make this lesson enjoyable!!!,2
This course failed greatly to balance the workload by week. The third week which I think was the most important one have too many information to learn and assimilate whereas the first two weeks could be rearranged to start multivariate regression earlier. Another proof of week 3 issue: the related swirl exercises start in week2 (2 of them) and finish in week4 (2 more exercises) !!!!!I think one of the most important expertise and knowledge that a data scientist must know and master was unfairly squeezed in one week leaving no time for the learner/student to do more search/exercises on the subject.,2
"I again found many of the lectures to be difficult to follow along, there seems to be lots of different styles of videos in the way that the person was superimposed on the slides. In fact it was often impossible to read the text in the slide due to the size of the presenters head which obscured the text. Honestly this data science course is getting worse as the months progress, you really should think of updating the content of the course if you want to continue to charge money for it. 2 stars as I did actually learn something despite the quality of the material and its delivery.",2
"With all respect, Professor, if you are reading all our comments, I think you are a really smart person and you should take all the negative feedback from your students here, positively and constructively. As having good knowledge will never be equals to able to produce good students. Personally, I feel that you should lower down yourself and speak to the level of your students/audience. Use more simple examples, draw a big picture in our minds on what is this course all about, what are we going to achieve, in each of the topics, what are we going to look at and what methods available.For foundation class like this, I think few simple examples and introducing one or two useful methods in each topic would be more than sufficient to us. The objective should be providing us with the basic knowledge, get us interested in this subject, and able to apply those well taught basic knowledge. As when we are interested, for sure we will go and do more research, and some might even would like to move on to intermediate or advance levels.The key point here is ""speak to the level of your audience"". Even if you are able to talk everything above the sky and up to the moon. If no one able to understand you, it is useless.",2
"Difficult, fast peaced and not well explained. Requires a lot of work.",2
The video lectures are really boring and useless,2
Should cover a lot of dfificuties when the model assumptions are violated and should be for a longer time or having a second course about this theme.,2
"The professor doesn't explain clearly as part of the videos is his correcting himself or saying the same thing two or three times. And why must the videos show the teacher? It distracts from the slides and seeing him move doesn't help understand anything betterConcepts like VIF or hat values are not very well explained by the teacher, at least the SWIRL lesson explains it correctly. ANOVA and ANCOVA are mentioned in the description but they aren't explained anywhere. ANOVA is used without any explanation of what it is.I found myself searching online for other sources to understand the concepts.",2
"Some topics that are important, are obviated",2
Coursera keeps changing my rating. Not cool.,2
"This course is the first one in the Data Science series to lapse in terms of the clarity of the lectures, and the sense of cohesiveness of the material. Brian Caffo's lectures in Statistical Inference were good; in this course they seem to veer left and right rather than get straight to the essence of whatever subject he is lecturing about.A more structured final project would have been helpful. The instructions on this project weren't quite so blunt as to say ""Take this data set, do some regression-y stuff and come back with something about these two variables,"" but that's basically as far as our instructions went. It could have been a great learning experience to have a more detailed guide through the construction of a regression analysis, but instead an assignment which was 40% of our grade was put together as an afterthought. It was the assignment equivalent of stopping in the 7-11 a block away from a birthday party to buy a card.Also, in terms of delivering the content: Mr. Caffo needs to structure his slide/video arrangements so that he is not standing in front of the text. Think of it from the point of view of somebody wanting to listen and read at the same time.",2
The instructor is not good and doesn't explain things clearly.,2
Very difficult. Needs homework problems guided by videos like Statistical Inference coarse to make easier.,2
"Overall okay course but the lectures are too focused on theory with some applications to the real world. I think this course needs to be reconfigured and taught from an applied focus instead of 30% applied 70% theory.Also the new format is horrible and TAs are nonexistent as are discussions in general on the forums now. The TAs were a critical learning component before especially considering that unlike on EdX where course staff actually participates in the forums, on Coursera I do not think I have ever observed course staff actively participating in the forums.",2
way to much emphasis on non-data science. This one course covers more information that the rest of the courses combined..,2
I just realized that you have to upgrade(pay $49) in order to submit the quiz and receive the feedback. That's depressing since my purpose is to watch the video and check out what I learned so far without getting any certificate. The policy here bring huge inconvenience for people like me.,2
Appears more like a revision for those who already know the content than geared towards those new to the subject.,2
Teaching style of teachers is very dry and boring.,2
"Vague content, quiz and programming assignments not exactly related to video lecture content.",2
"If you love to see a couple of entertaining movies about robots and some interesting concepts about them, grab some popcorn and take this course, because, hey, it’s about cool robots!!If you are crazy enough and actually want to learn something new or even consider to get the certificate, I would not recommend to participate in this course. The videos are quite ok and cover a good part of what I think this course should be about. But there are a bunch of quizzes, which are sometimes quite off the lecture material and you have to research a lot to get all of the questions right. I managed to solve all quizzes in the end, but it was some kind of a frustrating and discouraging process.",2
Not the best course of the serie. It is a pity because I had great expectation in this course.,2
I feel that the lecture material lacks proper explanation of the key concepts but the questions in quizzes are good although the lectures should have been more conceptual rather than theoretical,2
"The material in the quizzes is not adequately described in the lectures or notes. Some of the quizzes require 100% to complete with some problems being quite difficult. Most importantly, I do not believe the course leaves behind an effective understanding of the material that would allow you to apply it. I thought the aerial course was much better.",2
Loads of room for improvement,2
"This course covers very interesting topics, but there are some serious shortcomings in the lectures. Too much information is just omitted or taken for granted. Some of the lecturers are rather inexperienced. Reading or reciting mathematical expressions in a monotonous voice without actually pointing to the visual representation of the lecture material makes it very difficult to follow. Better care should also be taken with the quizzes - if one looks at the comments or questions posted by some learners, it is clear that we simply don't understand the question, or a question is answered correctly in essence , but the quizz expected more (or less) precision without stating so . Finally for some reason the support from Technical Advisors was also lacking in the specific session that I did, contributing to my frustration and rather negative experience of what could be a very good course",2
