response,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
9,0.752,0.258,0.784,0.412,0.69,0.271,0.839,0.762,0.677,0.418
14,0.566,0.962,0.428,0.836,0.582,0.347,0.635,0.543,0.757,0.726
11,0.661,0.012,0.803,0.974,0.824,0.532,0.389,0.428,0.917,0.531
4,0.162,0.324,0.797,0.274,0.956,0.231,0.946,0.599,0.781,0.148
7,0.395,0.121,0.472,0.737,0.982,0.898,0.883,0.786,0.686,0.033
0,0.202,0.192,0.437,0.007,0.943,0.741,0.304,0.939,0.259,0.888
5,0.549,0.244,0.127,0.074,0.786,0.361,0.611,0.512,0.079,0.509
4,0.947,0.109,0.458,0.473,0.732,0.922,0.77,0.249,0.222,0.837
11,0.1,0.175,0.974,0.986,0.533,0.087,0.846,0.438,0.986,0.259
15,0.886,0.736,0.8,0.836,0.692,0.627,0.418,0.328,0.687,0.747
13,0.633,0.96,0.12,0.529,0.876,0.967,0.819,0.716,0.124,0.887
1,0.286,0.194,0.763,0.137,0.775,0.336,0.227,0.841,0.338,0.015
15,0.806,0.628,0.772,0.999,0.039,0.682,0.655,0.861,0.408,0.599
11,0.607,0.528,0.489,0.769,0.199,0.566,0.182,0.763,0.524,0.926
0,0.132,0.007,0.439,0.308,0.124,0.722,0.507,0.554,0.56,0.294
9,0.569,0.353,0.877,0.579,0.205,0.482,0.254,0.905,0.953,0.227
3,0.096,0.602,0.524,0.733,0.446,0.671,0.903,0.305,0.601,0.145
9,0.158,0.979,0.404,0.859,0.474,0.325,0.717,0.198,0.053,0.079
2,0.02,0.674,0.922,0.492,0.014,0.745,0.877,0.949,0.27,0.961
4,0.072,0.943,0.944,0.495,0.068,0.813,0.79,0.422,0.172,0.117
15,0.469,0.583,0.039,0.939,0.947,0.58,0.62,0.75,0.188,0.291
5,0.979,0.186,0.076,0.245,0.057,0.221,0.287,0.955,0.34,0.76
14,0.699,0.994,0.879,0.728,0.777,0.939,0.263,0.06,0.333,0.29
11,0.639,0.276,0.709,0.996,0.142,0.321,0.589,0.829,0.368,0.386
7,0.481,0.232,0.165,0.629,0.549,0.299,0.857,0.209,0.033,0.116
14,0.75,0.828,0.97,0.409,0.842,0.071,0.819,0.359,0.99,0.704
2,0.729,0.277,0.446,0.304,0.095,0.795,0.716,0.477,0.922,0.2
10,0.417,0.274,0.155,0.669,0.523,0.313,0.119,0.914,0.148,0.444
10,0.647,0.172,0.181,0.99,0.202,1.0,0.543,0.042,0.246,0.73
5,0.987,0.676,0.763,0.218,0.001,0.373,0.868,0.693,0.924,0.866
5,0.419,0.37,0.499,0.489,0.744,0.148,0.783,0.715,0.796,0.519
1,0.038,0.298,0.729,0.298,0.493,0.183,0.822,0.567,0.502,0.69
2,0.122,0.877,0.795,0.23,0.397,0.343,0.225,0.136,0.39,0.759
5,0.191,0.965,0.216,0.546,0.259,0.623,0.152,0.434,0.702,0.59
5,0.283,0.738,0.226,0.094,0.628,0.689,0.541,0.32,0.186,0.269
2,0.501,0.118,0.942,0.242,0.052,0.047,0.517,0.995,0.187,0.364
7,0.049,0.682,0.098,0.548,0.921,0.777,0.327,0.386,0.012,0.861
1,0.384,0.107,0.535,0.558,0.079,0.323,0.447,0.348,0.114,0.441
1,0.112,0.214,0.354,0.157,0.98,0.736,0.118,0.882,0.666,0.16
8,0.742,0.979,0.82,0.536,0.101,0.296,0.045,0.531,0.024,0.887
14,0.872,0.9,0.947,0.921,0.318,0.233,0.054,0.48,0.031,0.32
6,0.028,0.525,0.672,0.974,0.751,0.156,0.37,0.034,0.145,0.944
15,0.866,0.701,0.468,0.678,0.855,0.136,0.086,0.642,0.647,0.624
4,0.211,0.761,0.581,0.097,0.966,0.634,0.383,0.746,0.532,0.606
7,0.311,0.25,0.389,0.969,0.364,0.302,0.221,0.046,0.846,0.554
5,0.279,0.296,0.913,0.2,0.345,0.07,0.635,0.295,0.786,0.546
15,0.944,0.369,0.999,0.884,0.389,0.193,0.9,0.781,0.449,0.405
13,0.416,0.826,0.544,0.881,0.027,0.63,0.509,0.341,0.317,0.492
4,0.958,0.79,0.448,0.185,0.67,0.938,0.65,0.703,0.673,0.852
11,0.884,0.653,0.815,0.188,0.445,0.058,0.203,0.443,0.195,0.88
10,0.207,0.601,0.508,0.922,0.864,0.38,0.817,0.599,0.6,0.471
6,0.16,0.682,0.206,0.633,0.238,0.626,0.299,0.642,0.47,0.974
8,0.46,0.516,0.8,0.495,0.203,0.884,0.596,0.818,0.279,0.996
9,0.34,0.628,0.54,0.515,0.792,0.088,0.44,0.135,0.628,0.677
3,0.196,0.437,0.7,0.144,0.971,0.63,0.465,0.19,0.27,0.641
15,0.763,0.806,0.262,0.825,0.818,0.166,0.816,0.406,0.326,0.394
4,0.731,0.974,0.482,0.251,0.562,0.003,0.377,0.427,0.108,0.207
3,0.011,0.567,0.321,0.789,0.534,0.862,0.522,0.196,0.604,0.762
11,0.893,0.008,0.004,0.797,0.905,0.695,0.856,0.37,0.792,0.755
13,0.646,0.546,0.263,0.697,0.945,0.317,0.975,0.483,0.882,0.13
6,0.782,0.08,0.137,0.563,0.594,0.705,0.065,0.376,0.503,0.832
4,0.867,0.309,0.545,0.289,0.124,0.717,0.665,0.516,0.186,0.421
0,0.017,0.274,0.113,0.125,0.259,0.324,0.31,0.493,0.193,0.578
7,0.386,0.9,0.044,0.087,0.025,0.92,0.785,0.114,0.073,0.704
2,0.853,0.067,0.56,0.422,0.861,0.275,0.773,0.261,0.184,0.112
2,0.248,0.144,0.594,0.441,0.747,0.478,0.997,0.151,0.481,0.76
3,0.941,0.907,0.278,0.27,0.327,0.288,0.3,0.149,0.61,0.017
3,0.125,0.959,0.803,0.351,0.186,0.192,0.418,0.259,0.479,0.404
12,0.503,0.945,0.165,0.494,0.355,0.432,0.591,0.608,0.102,0.903
2,0.048,0.313,0.673,0.449,0.898,0.631,0.617,0.204,0.875,0.906
12,0.812,0.4,0.824,0.433,0.786,0.625,0.23,0.535,0.932,0.84
10,0.91,0.951,0.443,0.619,0.984,0.665,0.387,0.231,0.851,0.515
9,0.539,0.224,0.349,0.949,0.556,0.305,0.603,0.545,0.906,0.172
4,0.623,0.088,0.4,0.463,0.932,0.704,0.25,0.596,0.683,0.258
15,0.605,0.94,0.217,0.952,0.415,0.468,0.998,0.461,0.434,0.37
1,0.378,0.112,0.595,0.367,0.482,0.475,0.96,0.219,0.578,0.436
5,0.571,0.208,0.935,0.048,0.855,0.968,0.82,0.053,0.557,0.235
7,0.947,0.2,0.454,0.281,0.943,0.77,0.009,0.827,0.571,0.006
11,0.325,0.998,0.276,0.57,0.616,0.744,0.445,0.021,0.284,0.848
7,0.548,0.391,0.333,0.37,0.631,0.365,0.406,0.918,0.328,0.034
7,0.717,0.282,0.88,0.294,0.616,0.714,0.247,0.987,0.463,0.238
5,0.79,0.965,0.655,0.047,0.824,0.647,0.913,0.927,0.883,0.183
1,0.074,0.192,0.659,0.261,0.503,0.373,0.549,0.744,0.581,0.897
13,0.783,0.711,0.361,0.681,0.71,0.801,0.228,0.328,0.51,0.722
13,0.779,0.523,0.535,0.736,0.485,0.581,0.871,0.811,0.08,0.265
0,0.053,0.042,0.378,0.281,0.751,0.728,0.978,0.629,0.489,0.572
2,0.072,0.158,0.526,0.541,0.87,0.336,0.431,0.069,0.906,0.968
10,0.352,0.932,0.735,0.371,0.677,0.487,0.961,0.213,0.293,0.906
13,0.726,0.538,0.548,0.962,0.206,0.779,0.23,0.35,0.031,0.234
7,0.151,0.884,0.71,0.426,0.755,0.695,0.468,0.068,0.461,0.731
7,0.154,0.84,0.153,0.376,0.926,0.343,0.919,0.327,0.933,0.015
6,0.352,0.513,0.258,0.278,0.37,0.736,0.854,0.743,0.124,0.38
7,0.322,0.271,0.865,0.7,0.133,0.062,0.803,0.338,0.511,0.131
3,0.966,0.096,0.844,0.143,0.488,0.341,0.962,0.779,0.341,0.379
14,0.487,0.948,0.176,0.711,0.011,0.077,0.329,0.784,0.322,0.771
3,0.183,0.987,0.29,0.299,0.409,0.88,0.706,0.772,0.797,0.568
10,0.62,0.36,0.425,0.885,0.045,0.785,0.597,0.181,0.022,0.196
13,0.693,0.833,0.853,0.627,0.289,0.336,0.237,0.835,0.393,0.632
11,0.811,0.361,0.053,0.571,0.22,0.23,0.367,0.802,0.815,0.311
13,0.41,0.815,0.873,0.279,0.985,0.546,0.267,0.56,0.747,0.757
11,0.482,0.553,0.246,0.349,0.963,0.864,0.679,0.442,0.123,0.881
1,0.261,0.247,0.444,0.348,0.282,0.721,0.833,0.422,0.291,0.511
14,0.648,0.544,0.371,0.978,0.677,0.843,0.476,0.326,0.842,0.626
4,0.225,0.451,0.26,0.358,0.689,0.012,0.35,0.949,0.953,0.759
7,0.323,0.858,0.712,0.512,0.206,0.251,0.167,0.045,0.643,0.065
6,0.494,0.569,0.173,0.429,0.307,0.752,0.426,0.848,0.6,0.581
9,0.105,0.796,0.868,0.813,0.491,0.311,0.006,0.738,0.507,0.863
5,0.866,0.895,0.41,0.04,0.849,0.357,0.933,0.18,0.851,0.313
11,0.744,0.471,0.942,0.12,0.877,0.464,0.372,0.391,0.818,0.35
9,0.377,0.031,0.378,0.841,0.901,0.736,0.644,0.17,0.581,0.421
3,0.714,0.264,0.731,0.171,0.348,0.352,0.82,0.762,0.058,0.62
12,0.567,0.387,0.984,0.54,0.219,0.096,0.826,0.907,0.345,0.247
10,0.852,0.361,0.701,0.864,0.023,0.322,0.778,0.96,0.403,0.878
15,0.454,0.986,0.154,0.773,0.611,0.837,0.832,0.162,0.114,0.049
10,0.994,0.233,0.908,0.365,0.849,0.545,0.217,0.454,0.311,0.753
4,0.031,0.914,0.795,0.462,0.715,0.309,0.165,0.351,0.2,0.666
12,0.397,0.342,0.009,0.814,0.236,0.939,0.458,0.527,0.931,0.897
10,0.117,0.62,0.967,0.948,0.504,0.674,0.964,0.319,0.117,0.994
4,0.484,0.229,0.67,0.522,0.883,0.584,0.448,0.47,0.792,0.57
0,0.241,0.004,0.883,0.005,0.176,0.468,0.975,0.872,0.197,0.716
12,0.848,0.432,0.677,0.516,0.647,0.825,0.864,0.603,0.078,0.941
14,0.862,0.582,0.519,0.821,0.942,0.254,0.914,0.19,0.148,0.001
15,0.655,0.445,0.828,0.953,0.67,0.806,0.246,0.979,0.743,0.722
6,0.317,0.16,0.478,0.881,0.429,0.297,0.605,0.968,0.721,0.477
0,0.078,0.361,0.384,0.357,0.708,0.106,0.273,0.155,0.014,0.05
11,0.314,0.52,0.489,0.864,0.692,0.378,0.525,0.111,0.234,0.606
4,0.289,0.216,0.142,0.569,0.322,0.469,0.803,0.231,0.36,0.497
5,0.131,0.805,0.868,0.624,0.069,0.194,0.474,0.898,0.179,0.339
4,0.863,0.666,0.584,0.08,0.207,0.933,0.34,0.806,0.288,0.162
9,0.477,0.347,0.626,0.952,0.207,0.417,0.637,0.727,0.113,0.807
6,0.026,0.289,0.584,0.832,0.997,0.902,0.933,0.565,0.481,0.285
2,0.642,0.128,0.33,0.201,0.902,0.857,0.362,0.12,0.725,0.396
7,0.372,0.352,0.908,0.541,0.406,0.702,0.13,0.216,0.158,0.075
6,0.087,0.208,0.831,0.871,0.384,0.721,0.553,0.879,0.963,0.419
10,0.672,0.364,0.088,0.174,0.729,0.707,0.783,0.208,0.991,0.673
6,0.275,0.077,0.428,0.759,0.932,0.613,0.351,0.076,0.8,0.638
14,0.731,0.369,0.236,0.868,0.429,0.289,0.507,0.156,0.689,0.67
9,0.981,0.532,0.554,0.021,0.955,0.66,0.716,0.18,0.672,0.818
14,0.986,0.398,0.204,0.686,0.887,0.354,0.611,0.485,0.824,0.745
6,0.183,0.453,0.733,0.459,0.666,0.597,0.388,0.424,0.435,0.402
15,0.973,0.394,0.891,0.786,0.608,0.02,0.012,0.799,0.04,0.612
12,0.943,0.699,0.086,0.684,0.044,0.666,0.907,0.378,0.794,0.618
14,0.7,0.506,0.397,0.808,0.696,0.81,0.823,0.246,0.061,0.952
6,0.451,0.243,0.684,0.473,0.989,0.404,0.681,0.9,0.958,0.441
14,0.557,0.767,0.625,0.891,0.557,0.809,0.625,0.305,0.361,0.98
8,0.867,0.508,0.676,0.318,0.495,0.614,0.283,0.847,0.304,0.214
8,0.464,0.352,0.065,0.442,0.209,0.773,0.908,0.693,0.648,0.006
9,0.22,0.527,0.982,0.546,0.724,0.538,0.777,0.825,0.443,0.237
4,0.77,0.018,0.152,0.464,0.943,0.363,0.544,0.423,0.997,0.693
12,0.91,0.464,0.481,0.533,0.672,0.566,0.378,0.848,0.627,0.151
4,0.605,0.301,0.322,0.294,0.655,0.685,0.087,0.761,0.917,0.465
2,0.669,0.955,0.614,0.015,0.029,0.037,0.014,0.936,0.033,0.49
5,0.791,0.821,0.257,0.048,0.388,0.414,0.291,0.519,0.152,0.813
7,0.562,0.72,0.576,0.271,0.431,0.069,0.753,0.069,0.748,0.359
14,0.878,0.459,0.093,0.52,0.424,0.464,0.403,0.613,0.212,0.144
5,0.093,0.579,0.327,0.981,0.064,0.161,0.605,0.636,0.806,0.764
10,0.856,0.481,0.398,0.384,0.56,0.209,0.457,0.295,0.186,0.458
11,0.648,0.484,0.408,0.628,0.82,0.836,0.608,0.204,0.765,0.219
9,0.822,0.881,0.632,0.602,0.638,0.852,0.924,0.269,0.991,0.224
12,0.744,0.188,0.29,0.739,0.786,0.369,0.547,0.523,0.047,0.1
2,0.954,0.956,0.232,0.611,0.089,0.179,0.25,0.99,0.399,0.0
3,0.124,0.258,0.711,0.153,0.886,0.132,0.627,0.386,0.999,0.932
1,0.029,0.492,0.516,0.736,0.419,0.737,0.497,0.881,0.377,0.365
13,0.863,0.838,0.289,0.733,0.656,0.632,0.974,0.837,0.661,0.891
12,0.575,0.555,0.558,0.561,0.794,0.533,0.562,0.949,0.552,0.667
4,0.854,0.776,0.377,0.061,0.057,0.062,0.849,0.129,0.725,0.834
4,0.164,0.085,0.758,0.927,0.278,0.082,0.62,0.617,0.279,0.54
2,0.04,0.943,0.575,0.613,0.408,0.227,0.159,0.002,0.814,0.501
15,0.764,0.531,0.391,0.963,0.728,0.375,0.756,0.952,0.285,0.371
13,0.752,0.388,0.821,0.441,0.943,0.321,0.121,0.715,0.926,0.264
12,0.486,0.684,0.915,0.211,0.443,0.103,0.449,0.047,0.583,0.179
10,0.971,0.585,0.585,0.422,0.42,0.257,0.73,0.641,0.824,0.603
1,0.155,0.135,0.207,0.327,0.312,0.24,0.97,0.439,0.343,0.337
8,0.599,0.455,0.849,0.31,0.169,0.68,0.869,0.278,0.687,0.559
1,0.941,0.015,0.634,0.416,0.292,0.717,0.779,0.221,0.273,0.894
3,0.642,0.181,0.572,0.228,0.863,0.722,0.813,0.27,0.638,0.567
8,0.362,0.012,0.084,0.668,0.734,0.824,0.053,0.709,0.888,0.584
10,0.395,0.91,0.94,0.129,0.184,0.84,0.971,0.424,0.53,0.927
8,0.298,0.358,0.838,0.799,0.342,0.469,0.821,0.97,0.165,0.084
11,0.511,0.717,0.819,0.245,0.803,0.989,0.061,0.317,0.653,0.693
3,0.098,0.187,0.366,0.616,0.606,0.004,0.005,0.377,0.623,0.771
10,0.954,0.29,0.08,0.468,0.221,0.246,0.584,0.77,0.089,0.438
8,0.311,0.433,0.903,0.577,0.306,0.513,0.861,0.595,0.257,0.314
15,0.612,0.499,0.004,0.907,0.011,0.18,0.74,0.419,0.551,0.762
15,0.424,0.962,0.269,0.894,0.855,0.672,0.841,0.46,0.009,0.433
3,0.385,0.052,0.17,0.768,0.133,0.814,0.346,0.197,0.814,0.407
0,0.011,0.745,0.401,0.196,0.14,0.842,0.882,0.265,0.906,0.835
15,0.497,0.715,0.866,0.797,0.959,0.104,0.304,0.888,0.596,0.651
8,0.988,0.784,0.563,0.714,0.165,0.737,0.332,0.396,0.735,0.85
14,0.94,0.636,0.155,0.938,0.132,0.453,0.574,0.054,0.352,0.307
14,0.664,0.725,0.614,0.779,0.684,0.146,0.217,0.416,0.259,0.104
11,0.591,0.359,0.302,0.932,0.201,0.251,0.694,0.943,0.434,0.788
2,0.35,0.165,0.809,0.111,0.682,0.558,0.013,0.746,0.209,0.343
15,0.501,0.914,0.113,0.658,0.393,0.368,0.423,0.297,0.608,0.468
7,0.732,0.271,0.389,0.803,0.242,0.299,0.951,0.63,0.708,0.647
11,0.751,0.519,0.606,0.326,0.928,0.28,0.977,0.153,0.489,0.628
9,0.902,0.885,0.325,0.701,0.264,0.561,0.664,0.51,0.349,0.647
2,0.077,0.2,0.587,0.727,0.3,0.628,0.368,0.253,0.591,0.114
1,0.273,0.354,0.356,0.461,0.282,0.452,0.136,0.403,0.285,0.72
12,0.205,0.705,0.242,0.911,0.753,0.325,0.105,0.242,0.736,0.122
5,0.16,0.66,0.259,0.645,0.144,0.687,0.987,0.101,0.937,0.439
8,0.318,0.57,0.298,0.329,0.994,0.248,0.122,0.928,0.952,0.251
1,0.091,0.079,0.447,0.275,0.923,0.775,0.19,0.874,0.934,0.642
12,0.871,0.063,0.999,0.686,0.992,0.37,0.79,0.044,0.865,0.241
0,0.032,0.867,0.796,0.098,0.202,0.235,0.955,0.244,0.035,0.99
3,0.369,0.667,0.606,0.358,0.154,0.581,0.769,0.704,0.383,0.128
14,0.802,0.773,0.956,0.767,0.006,0.394,0.707,0.029,0.855,0.631
9,0.486,0.384,0.377,0.891,0.043,0.897,0.767,0.23,0.789,0.236
14,0.25,0.926,0.017,0.587,0.907,0.93,0.044,0.389,0.715,0.777
3,0.108,0.019,0.474,0.953,0.102,0.139,0.412,0.669,0.508,0.309
9,0.539,0.512,0.608,0.627,0.26,0.941,0.446,0.854,0.498,0.197
1,0.349,0.156,0.087,0.03,0.447,0.596,0.834,0.191,0.328,0.594
3,0.406,0.014,0.233,0.379,0.76,0.901,0.008,0.925,0.619,0.087
8,0.524,0.515,0.72,0.084,0.786,0.433,0.736,0.297,0.351,0.221
13,0.463,0.973,0.936,0.657,0.144,0.803,0.899,0.755,0.414,0.33
5,0.232,0.189,0.772,0.738,0.273,0.405,0.856,0.768,0.767,0.873
12,0.679,0.485,0.13,0.664,0.489,0.151,0.196,0.454,0.31,0.489
5,0.763,0.36,0.42,0.269,0.212,0.556,0.14,0.004,0.364,0.364
5,0.459,0.39,0.537,0.218,0.737,0.078,0.26,0.011,0.2,0.86
13,0.55,0.767,0.289,0.636,0.365,0.001,0.575,0.47,0.555,0.791
10,0.873,0.704,0.682,0.158,0.89,0.496,0.869,0.414,0.673,0.835
1,0.059,0.874,0.915,0.003,0.668,0.351,0.797,0.851,0.376,0.887
3,0.01,0.756,0.662,0.704,0.6,0.761,0.276,0.197,0.759,0.348
7,0.55,0.446,0.764,0.333,0.526,0.808,0.404,0.014,0.409,0.162
7,0.442,0.557,0.371,0.295,0.668,0.884,0.312,0.715,0.633,0.473
0,0.317,0.402,0.643,0.155,0.256,0.066,0.156,0.099,0.776,0.661
4,0.038,0.821,0.915,0.395,0.448,0.235,0.195,0.131,0.604,0.322
13,0.751,0.473,0.898,0.355,0.426,0.763,0.757,0.479,0.009,0.575
4,0.317,0.117,0.574,0.7,0.743,0.571,0.105,0.961,0.402,0.634
15,0.754,0.411,0.672,0.77,0.953,0.387,0.636,0.324,0.524,0.907
9,0.045,0.713,0.472,0.978,0.932,0.066,0.489,0.88,0.009,0.257
12,0.57,0.488,0.346,0.763,0.525,0.564,0.945,0.502,0.214,0.301
15,0.87,0.477,0.029,0.803,0.44,0.717,0.871,0.271,0.689,0.442
0,0.221,0.104,0.563,0.065,0.646,0.464,0.806,0.243,0.078,0.685
1,0.056,0.579,0.378,0.45,0.334,0.19,0.756,0.977,0.451,0.095
1,0.756,0.031,0.837,0.149,0.535,0.546,0.012,0.917,0.146,0.97
4,0.021,0.085,0.303,0.607,0.879,0.508,0.097,0.331,0.965,0.548
10,0.148,0.878,0.271,0.85,0.254,0.365,0.645,0.543,0.566,0.3
13,0.62,0.941,0.415,0.872,0.457,0.71,0.248,0.016,0.602,0.09
9,0.067,0.254,0.817,0.784,0.888,0.34,0.419,0.415,0.922,0.106
10,0.693,0.426,0.765,0.343,0.692,0.14,0.635,0.873,0.592,0.76
9,0.061,0.422,0.26,0.802,0.761,0.963,0.031,0.671,0.443,0.832
6,0.843,0.119,0.222,0.555,0.575,0.128,0.001,0.782,0.81,0.582
15,0.886,0.81,0.93,0.709,0.565,0.266,0.944,0.517,0.206,0.79
12,0.28,0.744,0.993,0.486,0.444,0.403,0.944,0.075,0.211,0.223
15,0.471,0.671,0.053,0.993,0.713,0.997,0.794,0.952,0.168,0.769
0,0.227,0.151,0.531,0.351,0.084,0.039,0.872,0.188,0.386,0.017
3,0.584,0.06,0.657,0.719,0.698,0.399,0.153,0.654,0.907,0.822
6,0.292,0.764,0.869,0.329,0.319,0.817,0.335,0.802,0.58,0.915
0,0.226,0.081,0.397,0.191,0.258,0.212,0.506,0.046,0.007,0.193
2,0.271,0.155,0.06,0.347,0.221,0.489,0.782,0.218,0.097,0.546
11,0.374,0.699,0.809,0.794,0.334,0.706,0.427,0.524,0.554,0.064
4,0.072,0.057,0.878,0.614,0.458,0.871,0.761,0.766,0.869,0.852
11,0.069,0.264,0.07,0.826,0.906,0.094,0.078,0.854,0.721,0.005
3,0.661,0.245,0.695,0.49,0.134,0.584,0.771,0.747,0.825,0.23
14,0.362,0.926,0.695,0.868,0.621,0.739,0.004,0.431,0.966,0.585
6,0.325,0.234,0.126,0.689,0.54,0.134,0.301,0.045,0.288,0.649
15,0.513,0.902,0.646,0.856,0.761,0.418,0.799,0.862,0.845,0.172
0,0.121,0.249,0.735,0.155,0.439,0.216,0.488,0.02,0.664,0.087
11,0.316,0.265,0.786,0.991,0.498,0.117,0.707,0.872,0.893,0.604
1,0.467,0.175,0.083,0.133,0.078,0.782,0.192,0.812,0.569,0.096
9,0.81,0.306,0.117,0.073,0.616,0.275,0.331,0.298,0.247,0.926
14,0.359,0.922,0.586,0.842,0.889,0.96,0.54,0.341,0.172,0.508
3,0.398,0.228,0.163,0.199,0.841,0.617,0.171,0.229,0.628,0.035
4,0.589,0.407,0.281,0.093,0.532,0.189,0.62,0.094,0.83,0.904
3,0.572,0.228,0.344,0.353,0.753,0.296,0.985,0.844,0.946,0.728
15,0.396,0.804,0.966,0.76,0.835,0.571,0.687,0.165,0.333,0.879
14,0.616,0.985,0.205,0.965,0.16,0.857,0.55,0.62,0.956,0.469
14,0.638,0.857,0.839,0.462,0.652,0.694,0.739,0.215,0.613,0.592
15,0.955,0.271,0.901,0.773,0.919,0.333,0.428,0.182,0.923,0.487
0,0.962,0.027,0.436,0.057,0.168,0.519,0.103,0.863,0.412,0.111
13,0.746,0.62,0.616,0.724,0.972,0.789,0.083,0.343,0.507,0.274
0,0.143,0.063,0.44,0.277,0.151,0.166,0.641,0.68,0.69,0.547
9,0.871,0.472,0.571,0.243,0.991,0.266,0.058,0.663,0.645,0.312
15,0.589,0.963,0.727,0.599,0.97,0.484,0.123,0.363,0.529,0.819
5,0.887,0.207,0.993,0.095,0.465,0.314,0.403,0.145,0.909,0.487
15,0.567,0.798,0.724,0.995,0.296,0.958,0.529,0.758,0.792,0.835
2,0.318,0.019,0.307,0.44,0.784,0.858,0.523,0.14,0.464,0.318
6,0.41,0.698,0.211,0.059,0.147,0.844,0.657,0.956,0.212,0.264
11,0.497,0.636,0.834,0.491,0.229,0.444,0.598,0.858,0.635,0.74
12,0.62,0.368,0.828,0.799,0.375,0.873,0.309,0.728,0.916,0.401
2,0.842,0.056,0.062,0.006,0.564,0.315,0.064,0.155,0.863,0.035
10,0.311,0.136,0.821,0.823,0.806,0.969,0.672,0.572,0.333,0.336
0,0.003,0.245,0.596,0.124,0.751,0.247,0.5,0.631,0.252,0.878
2,0.355,0.034,0.433,0.436,0.737,0.839,0.656,0.17,0.039,0.554
7,0.727,0.123,0.465,0.76,0.863,0.414,0.446,0.912,0.083,0.393
0,0.101,0.817,0.372,0.239,0.248,0.338,0.246,0.259,0.815,0.521
0,0.81,0.106,0.586,0.289,0.119,0.401,0.658,0.765,0.14,0.945
3,0.573,0.366,0.058,0.049,0.232,0.151,0.226,0.995,0.832,0.977
6,0.384,0.587,0.788,0.089,0.774,0.65,0.713,0.378,0.917,0.597
3,0.209,0.568,0.246,0.448,0.302,0.032,0.283,0.374,0.342,0.256
11,0.383,0.106,0.861,0.892,0.803,0.146,0.979,0.221,0.544,0.167
4,0.873,0.062,0.195,0.799,0.152,0.703,0.537,0.803,0.482,0.781
15,0.379,0.943,0.869,0.741,0.222,0.661,0.532,0.951,0.484,0.153
2,0.578,0.211,0.649,0.376,0.399,0.625,0.57,0.317,0.497,0.49
0,0.067,0.251,0.244,0.604,0.076,0.973,0.771,0.974,0.637,0.129
0,0.082,0.128,0.702,0.184,0.503,0.866,0.885,0.495,0.233,0.057
8,0.912,0.937,0.374,0.975,0.166,0.335,0.575,0.682,0.376,0.235
15,0.453,0.983,0.373,0.881,0.574,0.751,0.176,0.942,0.206,0.362
13,0.208,0.982,0.948,0.896,0.04,0.587,0.297,0.57,0.047,0.249
14,0.717,0.48,0.537,0.751,0.753,0.567,0.402,0.094,0.335,0.332
6,0.647,0.297,0.46,0.45,0.75,0.131,0.598,0.581,0.818,0.851
10,0.789,0.198,0.35,0.756,0.758,0.981,0.904,0.199,0.359,0.615
7,0.132,0.782,0.301,0.857,0.332,0.441,0.686,0.731,0.343,0.068
5,0.149,0.981,0.207,0.378,0.457,0.439,0.374,0.278,0.368,0.198
11,0.952,0.271,0.435,0.726,0.525,0.536,0.294,0.476,0.52,0.198
12,0.658,0.247,0.389,0.819,0.97,0.671,0.403,0.306,0.184,0.527
12,0.335,0.98,0.175,0.554,0.901,0.475,0.402,0.683,0.169,0.567
12,0.727,0.439,0.115,0.59,0.235,0.005,0.985,0.595,0.269,0.19
0,0.057,0.108,0.745,0.449,0.045,0.952,0.183,0.503,0.038,0.129
15,0.57,0.742,0.572,0.92,0.83,0.678,0.165,0.937,0.459,0.972
8,0.156,0.832,0.531,0.675,0.838,0.821,0.592,0.073,0.226,0.233
7,0.418,0.206,0.154,0.873,0.283,0.584,0.531,0.336,0.067,0.842
6,0.951,0.133,0.944,0.587,0.076,0.186,0.114,0.521,0.783,0.458
4,0.577,0.004,0.221,0.749,0.437,0.275,0.205,0.78,0.705,0.391
13,0.524,0.671,0.041,0.212,0.578,0.446,0.997,0.069,0.236,0.09
8,0.58,0.347,0.203,0.27,0.775,0.937,0.266,0.457,0.169,0.065
4,0.172,0.338,0.957,0.559,0.031,0.265,0.975,0.965,0.47,0.531
12,0.153,0.987,0.157,0.712,0.925,0.328,0.716,0.381,0.108,0.757
0,0.376,0.221,0.373,0.157,0.235,0.997,0.818,0.128,0.879,0.404
10,0.995,0.819,0.152,0.688,0.294,0.664,0.955,0.308,0.582,0.881
1,0.056,0.533,0.633,0.544,0.106,0.943,0.59,0.413,0.637,0.167
2,0.212,0.007,0.518,0.731,0.206,0.632,0.887,0.069,0.925,0.54
7,0.678,0.159,0.929,0.064,0.995,0.788,0.152,0.218,0.472,0.289
7,0.294,0.433,0.333,0.912,0.032,0.031,0.306,0.057,0.452,0.624
2,0.367,0.262,0.49,0.356,0.598,0.267,0.528,0.402,0.797,0.499
11,0.41,0.489,0.035,0.41,0.369,0.281,0.152,0.103,0.453,0.498
4,0.744,0.072,0.629,0.66,0.807,0.074,0.888,0.818,0.732,0.412
14,0.874,0.572,0.108,0.922,0.165,0.974,0.421,0.594,0.648,0.639
0,0.319,0.245,0.204,0.134,0.128,0.683,0.093,0.399,0.867,0.565
1,0.197,0.5,0.403,0.458,0.126,0.566,0.003,0.802,0.866,0.017
6,0.533,0.147,0.302,0.771,0.654,0.534,0.563,0.219,0.71,0.547
